wallet,segment,CyberKongz Genesis,CyberKongz Babies,CyberKongz VX (Any),CyberKongz Genkai (Any)
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,babies,0,1,0,0
0x763386900d8f6af02f812f46bdb56449bcbb6bcd,babies,0,1,0,0
0x77811b6c55751e28522e3de940abf1a7f3040235,babies,0,1,0,0
0x77ce14f592f92fe0d98d25d582274708ba0e8bfa,babies,0,4,0,0
0x77d817d61cc486b902f3e031f945f2f73559e520,babies,0,1,0,0
0x786c140b165777c55dd09dc956f7da41bcbb7135,babies,0,1,0,0
0x787551ae0ab07de8eb91d1535dbd37f379b0111d,babies,0,1,0,0
0x78c269ee1f90f93500ddef91b97d6be2f0bf2d14,babies,0,1,0,0
0x7917eed4bd1a770aa2164949c2a9fc5a4f78aa22,babies,0,1,0,0
0x796898eb698a031f6629e3ba529f7622dc684078,babies,0,5,0,0
0x79c67f16cab371d2d3a3079c62d8d40bc6910cbc,babies,0,1,0,0
0x7a01106d3fcac1c897e49d02ad05c1de17e26dfd,babies,0,1,0,0
0x7a53d157fbeb25e2b0403e0309f06c8b5beb37c7,babies,0,1,0,0
0x7a5544bfbe404d6eccbdd01675c4e915e12f5a52,babies,0,1,0,0
0x7a93804a0304bb83d80c060f6838c126ddf305c3,babies,0,4,0,0
0x7b181d0aac0758a0c82a14265afa0a01577f05d9,babies,0,1,0,0
0x7baed4736e16b5f43aace7e931ed9f69446e3f86,babies,0,1,0,0
0x7bd353b0f5f58a2a39c4551b3de7e657ee686534,babies,0,1,0,0
0x7c1958ba95ab3170f6069dadf4de304b0c00000c,babies,0,2,0,0
0x7c4b09d8645a3f179e5e1e4b00fee44e55a314be,babies,0,1,0,0
0x7c8e8b23c9f8a5514d12554f1bbc7b140349bf7b,babies,0,1,0,0
0x7d4f5164bfa7122f45b159e028aebd920c947f40,babies,0,1,0,0
0x7e842a5d75249257036d6bde1887874131e77ad1,babies,0,1,0,0
0x7eab3236fb6a5dee88af23d48eb36f74e3245ee5,babies,0,2,0,0
0x7eae5cbfc03f5cfb27411aed980fe201a603fe37,babies,0,1,0,0
0x7eb5145ec08425728dc3f259549f61fdbb7367cc,babies,0,2,0,0
0x7eb63b648d9bdfb49ddb49f64ee099201f53c9e3,babies,0,1,0,0
0x7ee564b24de82389443d231a16613621ba5e3e0e,babies,0,1,0,0
0x7fd90ce84de3d607d05b18a9e9bcebf8d336c047,babies,0,1,0,0
0x8181f6ea6cb57cdf10f2490f257b1f4b9c292b84,babies,0,2,0,0
0x8284ab17cbfece9be432f9697ad4febbf2ab67a0,babies,0,2,0,0
0x83f90c076640d05861bfd83577fc0146f8f3a0dd,babies,0,1,0,0
0x842ea67ef65d5ee09f94f38860bef65949411b26,babies,0,1,0,0
0x8450cf769ccf7fd060936ba2b023ca8f9903f9c4,babies,0,1,0,0
0x85d8c7380786770c5d3dac036d806a7a85149849,babies,0,2,0,0
0x860992797c29de36d581485af1c22af5966075a2,babies,0,2,0,0
0x86c25c2c80c24af4a02c0e6a017d629162846fe3,babies,0,1,0,0
0x86d80a496616034c9c6a339bd2de955bb0cb37a4,babies,0,1,0,0
0x870a2996f52d1e58096400753ed74078c327b319,babies,0,1,0,0
0x875fb048e3b6a5d2dca69c5e29d730f4040d50aa,babies,0,1,0,0
0x87940565b2a29ff37839e3a4f528f332f74f343e,babies,0,1,0,0
0x89199b4bcc4d14e989a0b9b86c1a972103cf316b,babies,0,1,0,0
0x895bef95023f591ebd1a9e8f53bed2b73702e4d1,babies,0,2,0,0
0x89f377d6ffb6b412c3bfa1ec46e4c5c3e6ffc19e,babies,0,1,0,0
0x8af0b9a9b751e086122bc340188bd9d99b8c7ec1,babies,0,1,0,0
0x8af494f1e79111b3a150a55e0c8809d4a451242d,babies,0,1,0,0
0x8b7e777873e23aead1cbd02913c92aab6cd99dd1,babies,0,1,0,0
0x8b9acd4be3a852571ec71293348e3c7bb1d70b02,babies,0,1,0,0
0x8c093349cfb6172ac1494a75e42af0514e3b3639,babies,0,1,0,0
0x8c3e6d368dd26b82a659e5789c914cffa288f5ff,babies,0,1,0,0
0x8c5264ce283578ea12b3bf570c8256de0a32cd3a,babies,0,1,0,0
0x8cb481c2a5f3db36af3ab9a085ae595e822c7c3c,babies,0,1,0,0
0x8da2583f7c85d967bee8bf7bf47175def3d20f01,babies,0,1,0,0
0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00,babies,0,1,0,0
0x8eb66354d0e4bd419bb0a48c757f25a176001d52,babies,0,1,0,0
0x8ee55f30b24e42827cb4aad0b75454b92b99f106,babies,0,1,0,0
0x8f7f41f736e847eaa1340322e73968a392db84eb,babies,0,8,0,0
0x8fa0c118eb7c46dff73178a2a17a4b20a6f7a340,babies,0,1,0,0
0x9021bce50300d19257c661fb864b908e65bc0122,babies,0,2,0,0
0x9072b0ef09cb069f5a658c8b792c77a928885081,babies,0,1,0,0
0x90c0a70b4fd8ecf42bc9261d9f866c6933f3e56d,babies,0,4,0,0
0x90ecb2bc05f8392ef8460137a6289d6ab804a91f,babies,0,1,0,0
0x911b6521317d1c821f1a6f0ebd6e6495c4a24963,babies,0,1,0,0
0x912660aa1889fd0939756b054efa663c2e87f467,babies,0,2,0,0
0x91357cf2b06734ba002ef28f7b0ea3c487cc7ccc,babies,0,1,0,0
0x91b00ce58260438da95c220ee86c05a1eb8b24dc,babies,0,1,0,0
0x9200122a1cd56fe89c14e40f385ebccf6793f55c,babies,0,1,0,0
0x9272227568d59326a9be3a2bebbc79c5eb2aff4a,babies,0,1,0,0
0x928e8dd36cd7d890e3eb3561dfa0a25e24c35d43,babies,0,1,0,0
0x92f93fadcacb86f6bd163a87a0944341b838cc62,babies,0,1,0,0
0x933f1bd0e485d171ab0e08e0b3da0b717e6877a7,babies,0,1,0,0
0x938ee4f513af226d83f2049c46a3c15e35b3dff1,babies,0,1,0,0
0x9467d6ebbea77858c2aefca23651c0762de3b499,babies,0,1,0,0
0x94dca45520d78307a7f171f22f66d1feaa963410,babies,0,4,0,0
0x9562616783d19517c64d31f3e0f8daf4075e2d61,babies,0,1,0,0
0x9571f51b11f86d878d9d512228fe7b266e807432,babies,0,2,0,0
0x960af0b56ce6288cf5e608fe826bf667267b0d53,babies,0,1,0,0
0x96ddb1e1e15d52954b37d62d41a38ea05e3b9e6e,babies,0,1,0,0
0x97089b1f7dfa0498f4bc16382ed5437bbb7a9539,babies,0,1,0,0
0x9773929055e690cbec8e7d36d838941d4acb24e8,babies,0,1,0,0
0x97932301b956b8487132975d331b0a9ab1844afe,babies,0,1,0,0
0x9835c9145fda295758cf8775c6612f142485bec8,babies,0,1,0,0
0x983e841748c71c6b3f5dab140899a88b0f39f70f,babies,0,1,0,0
0x987df219564cd274d32b4b442ffad1a185fc0509,babies,0,1,0,0
0x9936af482c1f5a41b9ff740f39d9f5b75596ef67,babies,0,1,0,0
0x9941ed9e1149d55cf229ba550b0c25ac7e6a8b10,babies,0,1,0,0
0x99a811e5c62add613975456292f836115aea0164,babies,0,10,0,0
0x9a6ebb8e085e5e7c461116a76dbef1688b31b591,babies,0,1,0,0
0x9ac9fd1304b66303dba455272eb7c414d53120ba,babies,0,1,0,0
0x9bd70d8ac2dd25a9f439aabae2c538f434c94497,babies,0,1,0,0
0x9c886f40b5ff6c06ee8da284d16473538a3612da,babies,0,1,0,0
0x9cadc50e6672b9466316dc26ea995d38abced675,babies,0,1,0,0
0x9ce3b4322e769a1b5f059c03e71c01abd32f4d38,babies,0,1,0,0
0x9d59eba4deaee09466ba9d4073bf912bc72982b0,babies,0,3,0,0
0x9e5944723151c1db21bafcdfed20f39bf84a421c,babies,0,2,0,0
0x9e8d7a2238e0287af0f3fb154a937b30dcd16236,babies,0,2,0,0
0x9fd851f0c376eb484da8b2490f19fccafa1ee47c,babies,0,2,0,0
0x9fe113b8b06c4612b96a41a6489c33168ed00ec0,babies,0,1,0,0
0xa0009c27b42972f54a2471a875535bbe123c05bd,babies,0,1,0,0
0xa0308ce582b8020b5279bdcbecef025ca98531ad,babies,0,2,0,0
0xa22aa948e131f1b98c710cbbdec57db7ba027ffb,babies,0,1,0,0
0xa25312018e5e70ffe2548cb62ca1a3e69c7913a7,babies,0,1,0,0
0xa26933943e16f973b5e279d9748082d182530423,babies,0,1,0,0
0xa283dfd91be8d638ea7e8d4800c20980ee2dda68,babies,0,1,0,0
0xa2bf98a790e823f95363f4cb6c6c9044e40ec539,babies,0,1,0,0
0xa37ea33cc215244f1e16c615f5447dda4e93c61e,babies,0,1,0,0
0xa3825f5b6e62907b03620772cde2019beb9fd977,babies,0,1,0,0
0xa4a799f03cabaf71b5991b30b2a962991a05c548,babies,0,1,0,0
0xa4fcf064131db228cfa72bfb64f0f50b940538fc,babies,0,1,0,0
0xa61186ef4cc522028546cb79761c4c8dd65c6c3b,babies,0,1,0,0
0xa6231af268db6fcac43399d40d2da52248116f90,babies,0,1,0,0
0xa6f24277bb221ddfa1017a4ece41ca342fdffba7,babies,0,1,0,0
0xa7305315c881ef6ad15324d9b3e7b089cfee0f7e,babies,0,1,0,0
0xa7d2673597a9188a6cba8b1b2008444dd4c9eac2,babies,0,1,0,0
0xa83cdbd8ff66cd8c46ca8b28d153b206b3b52ada,babies,0,1,0,0
0xa8612ae7ee0533aa103f08f965dbc01c844b0fbf,babies,0,1,0,0
0xa942055e163200ffbacafdee4db31fa224d65034,babies,0,1,0,0
0xa9b73541bc17fc04b9154c5d47383aec2fe759db,babies,0,1,0,0
0xa9fda6dcf6b2d3a5ff933ff5882713bc3bf375de,babies,0,1,0,0
0xaa0f3239b3299941eea681bd750fec0fd4d220af,babies,0,1,0,0
0xaa2283d46a6df9b038b59d1c0672675d9021b465,babies,0,1,0,0
0xaaba208f1d917bddd54fda08ddcc6a0c297b9f01,babies,0,1,0,0
0xac146efb5bd3a03b2c9be0ce216886ff1be4e5d9,babies,0,1,0,0
0xacb770f2a76e3bfbe7523da1fe38303ecd9dacc3,babies,0,1,0,0
0xacb868f2cde053a7666dfaea4717c2347a6bb439,babies,0,3,0,0
0xad818ee50c61758a525153f828a152165194f447,babies,0,1,0,0
0xad8c7a19bc29ba104cedab894c01d1722ce185e8,babies,0,1,0,0
0xadf9bfdb3877aa196b72c05bebfdc7207ac13f6a,babies,0,2,0,0
0xae9e6e806838effb20f1ba5c36f5e79f4d501062,babies,0,1,0,0
0xb022c9f7869e61798cc8c124af30e350044e74da,babies,0,1,0,0
0xb0d648ad172ea51581ae4724b5846c4d15152cb8,babies,0,1,0,0
0xb123e868e04eeca98c66aa0f031e60d151f97b1f,babies,0,1,0,0
0xb12fcf92b6524b98672a21165242d9b1e5097964,babies,0,1,0,0
0xb158507bc8c79d0f76b44c5ce26bd60d3977caca,babies,0,1,0,0
0xb2e1a6b22abfe612011d3ca6312a714cb36b2514,babies,0,1,0,0
0xb3354aa023e1d4447a11f3ea8ac76f604f9dc537,babies,0,1,0,0
0xb40e440eac26f5c59f9622265085e38ab27c53c4,babies,0,2,0,0
0xb41ad9c6c435cbbb9e94e41684e4821c3bc88f52,babies,0,1,0,0
0xb43fc103748d46f8fecefd4adb7bc33addbdb63f,babies,0,1,0,0
0xb4d38b14b906a5f4a9e5831ada42e8d95c2311b0,babies,0,1,0,0
0xb5259f775a11b07fd2ac91ea639d02c0233d5f85,babies,0,1,0,0
0xb5921f08fa327fe9ae4ba22a165095e2d04c1fe9,babies,0,1,0,0
0xb5e8ab3c6b4c0ac61e6e1228790a4ec811a41602,babies,0,1,0,0
0xb66e691ece1345fb308cd154a2e49b4ce9ff1269,babies,0,1,0,0
0xb69b9acc35e6db727f8772e3fb17c1e9b4142279,babies,0,1,0,0
0xb70c3049982c09c18dcbf8596ccef6f5b3c239a3,babies,0,1,0,0
0xb71ef9a6bfa4eea61953307f530f448d3888bb4c,babies,0,1,0,0
0xb74e2aa52ff8484eaa54f7c619a39414f6c5fab8,babies,0,1,0,0
0xb80e2273ccf80bdfd2e0fdae537f5b5f19535a55,babies,0,1,0,0
0xb89522ae7760099373f7a1bbc353295d331cf329,babies,0,1,0,0
0xb89dd51c51084fd0781ac50dd8b9227d7917ad01,babies,0,1,0,0
0xb91e67fb0140077774dec79f7d273a3096702554,babies,0,1,0,0
0xb94199b751d77fb46c1f97ab9e34553bddd4c465,babies,0,2,0,0
0xb96055282d48e889b9c14200012f6413a36af1d3,babies,0,1,0,0
0xb9a052078a1717c2a4c14ae0379336ca2869edf5,babies,0,1,0,0
0xb9d7eb3473503b4bb95943093e265c9ba43caf73,babies,0,1,0,0
0xbb7b785855601ac9eeef3e418d983b0a9626b03a,babies,0,1,0,0
0xbc03682c39eb7198e8a4892b36cd523f5761635f,babies,0,1,0,0
0xbc9e731ef663a6e3107f0c9a1b1e02a3e5f3ec63,babies,0,1,0,0
0xbcdbdacb68c6c351e2e4e6f359eeab75e40e269d,babies,0,1,0,0
0xbd1aa3ed2e0bb9a4b7050a90462c2a00c56b6f45,babies,0,1,0,0
0xbdc93846fa0f401d7e51ff179b46f47627d772c2,babies,0,1,0,0
0xbe1a2a86c38ea26d3cb7514ee28e90271421c91b,babies,0,1,0,0
0xbe27b13a47c0bd3f139c44c95495964fe9c74aad,babies,0,1,0,0
0xbe4b8c71070e984a8ef8b4ad03714129c3090285,babies,0,1,0,0
0xbee91d229df733dc6343e55f740c898b90a7eeb9,babies,0,1,0,0
0xbeec4b5951a8d0cfb286be7423371be1328a762f,babies,0,1,0,0
0xbfe96be98210448303e7b547fde7f44dc45a1086,babies,0,1,0,0
0xbfec9bffa8f13ab3022ad60da2fcc78ce00167f9,babies,0,1,0,0
0xc00bec72efcfbb92d4f31aa2c3492793db65feb8,babies,0,1,0,0
0xc0dfba2a3c16b35a9bc7ec5317ecfd1dfc6c154d,babies,0,1,0,0
0xc10960ddbfc177106dc37af242e04d710635b6c0,babies,0,2,0,0
0xc144c6f8fd379ef87ca0486d95eedce5006b1bd8,babies,0,1,0,0
0xc18f014c37f2999fc84cfb6ee98e0694a51217f4,babies,0,1,0,0
0xc2072caa2beea46af6174d0ab9e883f82359afd3,babies,0,1,0,0
0xc3150c77428542bb64a7a2199c33b1bdbf56b386,babies,0,1,0,0
0xc336faae5b94e51c1ca9cc38672dc1016078fe3b,babies,0,1,0,0
0xc396e325afef0e49d7712a223208c8440c1b9afe,babies,0,1,0,0
0xc3bfba9c3d4b07ca6b909ae491fda9cda7f7d732,babies,0,1,0,0
0xc4da152aeb09fabf7457df4d7a5ccd69156c7f7e,babies,0,1,0,0
0xc52add27d20124fdf00f57cb8fe6895c182363e5,babies,0,2,0,0
0xc55f595df5f76c2b450fd6a953623a6447f43ff0,babies,0,4,0,0
0xc56f60e4d776683b3bf186f83c9bbcd96b7d7ee2,babies,0,1,0,0
0xc5c2c20930166b1f721b37a6b57fd5d9947bac49,babies,0,1,0,0
0xc5cb4fcb35a7839fdd4b2571e8e67e50bd104132,babies,0,1,0,0
0xc5f2e1fc9f49b4199a59a8892f05c986d224bc40,babies,0,1,0,0
0xc602d5add83c677dec3368b971dc8317f7a1f70b,babies,0,1,0,0
0xc63c18e6260ff8c5745542497f18e7167a15dd0e,babies,0,1,0,0
0xc6a7469ed2040d3dc6b64b6aaef8360e12bd50af,babies,0,1,0,0
0xc745b976b84bd23230387ddfff39d38efc93ddd3,babies,0,1,0,0
0xc7603a38b500d24d542e1d97ebe171c8c4e564a1,babies,0,3,0,0
0xc7b37d71fdad2d57841c3ebae830d7da4d2cc7b2,babies,0,1,0,0
0xc7d8fcab159616c1347fbe68304c764d299bddd2,babies,0,1,0,0
0xc82080e75631d456d7243e7513548748467c458b,babies,0,1,0,0
0xc976895017c81ac926478c26c347bbed202d0508,babies,0,1,0,0
0xc991674a1fa877934d66a88d03d33bc6f68d0864,babies,0,1,0,0
0xc9cf483de8857cb8eb89b4d719ed5ffd85d5c6dd,babies,0,1,0,0
0xc9ef658271e43e4599fe3845370f66a69f85f05f,babies,0,1,0,0
0xca5be202e495c5a3ed2ef3fd67d0590b8b2220ab,babies,0,1,0,0
0xca6e0266424354cb1cf9919d237928a1e7b22fab,babies,0,1,0,0
0xcab3de8abaf935cb00a21b9b2dacc118be815bad,babies,0,1,0,0
0xcb6cb06be06648b896759a1269091bec24464a2a,babies,0,2,0,0
0xcc05408520acc42b1fd5c69d4a680a2a27e0b3f6,babies,0,1,0,0
0xcd17b19b47f8a3e9ca45df086580f4a19d7f4941,babies,0,1,0,0
0xcd7062071211b7903f47d0a22cb7b1fa14f91aba,babies,0,3,0,0
0xcd9974cc9245b800bad61451bd7e0e4db846e416,babies,0,1,0,0
0xce61ca41e238e0aa4c88d3c385dee9a91c8e83d5,babies,0,1,0,0
0xceb2f3078b76394f1abe065a275be0dd56ea777a,babies,0,1,0,0
0xceb4b4f9b1c85729597879764bd008d6dd8a1a56,babies,0,1,0,0
0xd015bb31919405eaf8da292c1d572f7e9dc2e4af,babies,0,1,0,0
0xd07e77d51a697b6442aabce34a50280a09c1d952,babies,0,1,0,0
0xd09fbc94b3c830afc086733632ba0b63a9a44320,babies,0,1,0,0
0xd0e06ce8cc7dedab36906420aba9104f625d0287,babies,0,1,0,0
0xd16c1e9164fa3eed956aeb3961a6cb8f8b5a2151,babies,0,1,0,0
0xd16ca5b5ade0399a31d11733d7226c5705abcd54,babies,0,1,0,0
0xd19d59cd28dc32e2c054e794ac7169a49b56b80e,babies,0,1,0,0
0xd1d618d67b643bd1f09c8ca7ee68ff929fd602b0,babies,0,1,0,0
0xd204c770572c43576de034ede6cb24f741e565e2,babies,0,2,0,0
0xd222f0c14261ab655c4ee80c1cb6adb1e77a3804,babies,0,3,0,0
0xd259de2ae4d5882d1db84b7375361a2e751bebd3,babies,0,1,0,0
0xd2cb374c8b5040ef0d419bd276a72114d675c895,babies,0,1,0,0
0xd357a9cf93eb33910fad53fe0fd709f5446f3226,babies,0,1,0,0
0xd394cf7e0c9f7c89f81a2870c576c1910974047b,babies,0,1,0,0
0xd399db348afcede20b6793b48380787c1f2bc2e8,babies,0,1,0,0
0xd40d7258fc248cda2805155c0a7fd97b8014d542,babies,0,2,0,0
0xd40f963ab944d1fad545f669f17d8c0a95d70aaf,babies,0,4,0,0
0xd4572f3cfafe8a810fbda4125223898205a3383b,babies,0,1,0,0
0xd5243bf39aa6c07aa1324fbe79610612f673e5bd,babies,0,2,0,0
0xd69b7b09029af3bbc4c0228eabba27203794fc48,babies,0,1,0,0
0xd6a1956c360466e41f6f7bed426599213be95298,babies,0,1,0,0
0xd7d19581d391fdde782e3f84f5436367dd6add98,babies,0,6,0,0
0xd8152cef1eafb65c7d3eedc8f449aac3393d8633,babies,0,1,0,0
0xd82605b04ca53970a34ee111d39c2b271408768d,babies,0,1,0,0
0xd863c0f47bdeb7f113ea85b3cb3d95c667f17ab4,babies,0,1,0,0
0xd87a18638398cc7689e7cf2babf508e6c80a78a0,babies,0,1,0,0
0xd88709ab5e70736de88d0af5bbd0b4aa913cd16e,babies,0,1,0,0
0xd88be542f799f5f8231c3d5265cf0dc156ca9715,babies,0,3,0,0
0xd9497e7c92addab5b5f505755f985f0c32220603,babies,0,1,0,0
0xd98e6008c2be593049bcd18302965e3850ab0859,babies,0,1,0,0
0xda6bb8c5507aff8c9ed9d787c1e8a82a0a79d629,babies,0,1,0,0
0xdbd47f66aa2f00b3db03397f260ce9728298c495,babies,0,1,0,0
0xdc3b7969639c362e38ccba4b9335ca55933b147d,babies,0,3,0,0
0xdccc2424a845009574715257755d4466eca06875,babies,0,1,0,0
0xdd1d5edff4dd47993f4f2d847104c901121b4e9c,babies,0,1,0,0
0xddba5832c34e7122c997e7390ff91491518a1a0b,babies,0,1,0,0
0xde83c076ce311d7deb2dbfbb032ca87f7fd098d1,babies,0,1,0,0
0xdf5569a35e391e7093ca75c84e840220556ed483,babies,0,1,0,0
0xdfdd17f1b9c19ac29876b8295d50531f13019d5c,babies,0,1,0,0
0xe1a72f8c6a787c0aeee304f7190e48efba197978,babies,0,1,0,0
0xe1e2ac80f196d8866075de29a556ddcb0702b156,babies,0,1,0,0
0xe218996af5f56f4ba2143bf6d1b70801960854de,babies,0,1,0,0
0xe250c7540ffc0fe802a3cd1ba907adde9d410051,babies,0,1,0,0
0xe290c8f267a8c34e1a975b13bfc9a99120849fbb,babies,0,1,0,0
0xe2e19e775e846067b6f79c13f7c4bf8fdd74ef8e,babies,0,1,0,0
0xe2fa92a5d689b6030b1523ae69fdae1b3c36497a,babies,0,1,0,0
0xe34d4d7396d8eb5adb86c2321d2a85e98b6fdfe3,babies,0,1,0,0
0xe3a881cc4b7ebb4651a80f5a2c3df9656f41ca10,babies,0,1,0,0
0xe4cf40c5e8f85bc8b76ddb6e1c685ef7d1dfd476,babies,0,1,0,0
0xe5cacdd7bc2c92c63c4210145e60edd04e98e011,babies,0,1,0,0
0xe5f5ab194a83c694964ae4814565d15e49ca0c8b,babies,0,2,0,0
0xe69758aab44d712467fde9917423ad0aa35cd7d0,babies,0,1,0,0
0xe6a035cd0598344f9e1e1df6d9643e9ee954f478,babies,0,1,0,0
0xe7d687f75778471118898c589e5f7ba1580dd97f,babies,0,1,0,0
0xe898a641f6b686c307d8100807a156ba03f18361,babies,0,1,0,0
0xe8b261a752e833a74edd1af7b54c2ef33d357463,babies,0,1,0,0
0xe8bd506a49811d89dc7ec6ac691cb871b0530be7,babies,0,1,0,0
0xe8fb535a26048af558e3eb3b2691edd4d47af1ac,babies,0,1,0,0
0xe947d15325455b84bf6797f74d35bc2b58e64c85,babies,0,1,0,0
0xe9a26aea0b3f17a8aecf9ef18cd15db5661ea981,babies,0,1,0,0
0xe9c1998d740ce51486905c0bff460162f55a6a21,babies,0,1,0,0
0xe9f76e57388cf5ab613a1671027109188cf7789c,babies,0,1,0,0
0xea02b8e433d73ba0a44762faf0254b0183e359fb,babies,0,1,0,0
0xeb52e3a786b07d28265115f40d440dd914408a2b,babies,0,1,0,0
0xec0550b052630a755590c1340f217a02485ac4b7,babies,0,1,0,0
0xec1ec60bd9df28b65bd0787cf449fd4820deffa5,babies,0,1,0,0
0xecd4964b8e2d04ad5d079da44275e20d00c24891,babies,0,1,0,0
0xed4696fcfea3c05a1cbed1b9c3edb9c6072f1914,babies,0,1,0,0
0xed7986611e59a817a11b61cdedbed5570de469a2,babies,0,1,0,0
0xedc58f1876e48e0e719bf36d4756a0fa9daa15b1,babies,0,1,0,0
0xeeed30700de8979dd676c7b77607554baad7f027,babies,0,1,0,0
0xef63710db094bc3183400902b0954fea20498ba2,babies,0,1,0,0
0xef8ab839abe0fd6ace5711c3b044cc85d4d47be3,babies,0,1,0,0
0xf099e5bb39e592b6ce5450e265f8c2a53065bf05,babies,0,1,0,0
0xf0a44dbde015a46c1fcacc87be0b029ef58a0de5,babies,0,4,0,0
0xf0fb1bd0b3db65d0ba4c325a95f77cf386cbfff5,babies,0,1,0,0
0xf164a14482cdee2f9b04bfa1ddd1a0f992c8c267,babies,0,1,0,0
0xf17cf865b03e015938f36f53f4cf1aff5df88665,babies,0,1,0,0
0xf18a1ca2c5ad6443fe6ca0e38e3a696f8ef7c67f,babies,0,3,0,0
0xf248d9df55bb5187c855c5cec4898bfc8375979f,babies,0,1,0,0
0xf28d6eec7637d19146e691787f6f0041961af185,babies,0,1,0,0
0xf2ece13fdd96e865bad9b109cb61244560fe09ba,babies,0,1,0,0
0xf31b40dbcba528f2cd6ea9d65058be320175d259,babies,0,1,0,0
0xf35acaf05e8cacff748a4fd2127786eabf60f24f,babies,0,1,0,0
0xf464d1a37d8ef9449722f44a4eeb715c0e0acdb3,babies,0,1,0,0
0xf543921b724555294fab334e6e6ead770d09c327,babies,0,1,0,0
0xf54e92d4a3cb46c1e3ee88abacb54356b60e42b9,babies,0,1,0,0
0xf55e914d930c01019f0f0a371735d97cc9835e8c,babies,0,1,0,0
0xf59844595fcdb4b6b3ea4379267b3a3117c20312,babies,0,1,0,0
0xf64c40a78f4dc73103c9ee3ae1766756730f8086,babies,0,1,0,0
0xf66c75e13e0e37f0db17944eb517fdb9e0118eea,babies,0,1,0,0
0xf6ef242a1a07f92c7b797108f7a0f335b505d35b,babies,0,1,0,0
0xf70985f5ef85571a3f96acc51fb529a2688981c8,babies,0,1,0,0
0xf76a94f87d5d279796c79fbd62613ee49d7d0dc1,babies,0,3,0,0
0xf89848683899c0deb2ac4922293acc754973ab18,babies,0,1,0,0
0xf8a0f87df6f25e47db976c2aacdf540bb85ae8ab,babies,0,1,0,0
0xf98e4184a9f968c17a06d6cf5f828383b79ba049,babies,0,1,0,0
0xf9f093e985f27534ff1cf97a0dae50b41a9e2849,babies,0,1,0,0
0xfa0ce3989e003699c71004193c94c68006247604,babies,0,1,0,0
0xfac504b8b0fdcde524d1a5e3bc8105547dc36eda,babies,0,1,0,0
0xfb0808fc7df68fd267b25bec088b198423359161,babies,0,2,0,0
0xfc88b089f870084cf69d248c544c62a21e557dc6,babies,0,8,0,0
0xfcadc1d127730a6a759d13c6253b65470f02b576,babies,0,1,0,0
0xfcdf1568433722110a21e5ae47c21486f019d688,babies,0,1,0,0
0xfd16d414cd7fd8367896702995e79efbbb7cbdad,babies,0,1,0,0
0xfd7c8cc99bb5368ce6f38806e63c4744a5fae385,babies,0,1,0,0
0xfda715c3d73b3b4fe254c26b4772d37ad531cb92,babies,0,3,0,0
0xfdc3e8edd74a90fe971ef7d56a0c66c870b10f5d,babies,0,1,0,0
0xfdf75a6a576ded5ad002f56c41bed608513ac598,babies,0,1,0,0
0xfe1858c16348b112b7b39351fda5a369a380aad2,babies,0,1,0,0
0xfe3a2ff8d33558c1e6045b7efceab073b7685ef3,babies,0,1,0,0
0xfe427fde5077db6f3ceb4860a0acd54d103009a8,babies,0,1,0,0
0xfe933dda3431cfe43ba163353139acf0928f245e,babies,0,1,0,0
0xfec3f74b991eb5ba935b2a9ce0c13976a64b122c,babies,0,1,0,0
0xfefa0678e549b206b3b2794aafe8de59ee809084,babies,0,1,0,0
0x07e6ad10791b7603ef90e3ca185ac7e7b7a0c26e,genesis + babies,1,2,0,0
0x080f70f2cc1e0fb43a963d1871214f235a012bc8,genesis + babies,2,2,0,0
0x0c943ae50d387acdbc1d67cbb548be04e9fa930d,genesis + babies,1,11,0,0
0x10a2c688923f32b5f8ce70f7570080c724a59400,genesis + babies,1,2,0,0
0x114a3585d4fc0a442bc30ad932f91daaeaf544c7,genesis + babies,3,12,0,0
0x1225f06e99a29430cbadb348e6f1df68ac9760f6,genesis + babies,1,2,0,0
0x132389663dc02b75c9deeda1dd088b4fb5acef06,genesis + babies,1,2,0,0
0x1380ca02629ff70e8ae9384b5a146450bfe9da38,genesis + babies,2,8,0,0
0x17a9eaaf2c8300f281163818b589b5ae708ac8f3,genesis + babies,1,3,0,0
0x18028dfe382add2086efadd421b1d4f9b5ca124d,genesis + babies,2,1,0,0
0x1d951150ecca1e49055b8862dc43f31894d0a82a,genesis + babies,2,2,0,0
0x24f3d6920171a6f33ea4bed4ef9f662ac71e4922,genesis + babies,1,2,0,0
0x298c3ce0f1cb3eb73888d44526a1c6c6b2065da2,genesis + babies,1,1,0,0
0x2a61fcda75b3a3e823e6397811eb1bc653e3937f,genesis + babies,1,5,0,0
0x2beac9d07f9b11eb1387cd36b755d6130617858c,genesis + babies,2,3,0,0
0x2e1bed26c7a801f26662f147773be35e81c4f779,genesis + babies,1,1,0,0
0x2fbdbf6a9b35104b927c31c863f4872b841dd967,genesis + babies,1,4,0,0
0x313391b2e822bef3ed985f1019463d862031dd3b,genesis + babies,2,9,0,0
0x3580dbb22ba2e1464c332e0b96aec58040f27216,genesis + babies,1,5,0,0
0x366474e5ca468292da7bb9ab5de87c015b35a110,genesis + babies,1,2,0,0
0x37c4076113bad4b18c6a1d1cc4ef567970bd6946,genesis + babies,1,1,0,0
