wallet,CyberKongz Genesis,CyberKongz Babies,CyberKongz VX,CyberKongz Genkai,CyberKongz VX (Ronin),CyberKongz Genkai (Ronin),CyberKongz VX (Any),CyberKongz Genkai (Any)
0x1bd506aed4e48609a63371c5e2571747a249b1b2,0,0,1,0,0,0,1,0
0x1bde1c7cf590a982c4d924eb1a63fdfe644ddd9a,0,0,0,0,0,1,0,1
0x1be41ea9cad82c370049917a6a4281a63e89e787,0,0,0,0,0,1,0,1
0x1be50d328df5b5fee7b8607050e65df1b202863b,0,0,0,0,0,1,0,1
0x1be570a8d38b47392c495964478f33339f18d760,0,1,0,1,0,0,0,1
0x1bf768b7c0d812704b40ccf7b8f1f3a7cbe0faee,0,0,2,0,0,0,2,0
0x1c00614248070f811d8e73974a7cdbe9a37c3a21,0,0,1,0,0,0,1,0
0x1c012b03f1c2dea274d2eeeb566b0eeabfe3af1a,13,55,1,84,0,1,1,85
0x1c0ea8528a769200d111c11db286c16684e121e4,0,1,0,0,0,0,0,0
0x1c119fe0a99328d384b7bb3a15161741934ee755,2,2,0,6,0,0,0,6
0x1c182f0cc95dbf521e3bec39df3e6c8ee18681c5,0,0,1,0,0,0,1,0
0x1c20ffe38a5a7b61a3bcfdb34dfc81ad165309e3,0,0,0,12,0,12,0,24
0x1c25390b98f3548c5f8ea319a6c150d8c03cfe94,0,0,1,0,0,0,1,0
0x1c26bc17a8852850278e136657e302adc5c4b017,0,0,0,0,0,4,0,4
0x1c3bbabaf484645abf0fa571de4e9ed2d02c300e,0,0,0,0,0,1,0,1
0x1c419d5fb361121bbb8a8d8988bc4693f3e13881,0,1,0,1,0,0,0,1
0x1c433527df0ca92eaa2e147c8dbcba319f8362c1,0,0,0,1,0,0,0,1
0x1c444d22bf303259779792c0f838eb084b9b4d50,0,1,0,1,0,0,0,1
0x1c45777d438cc21413e93d5ca0182a72246714df,0,0,0,0,0,1,0,1
0x1c4a382a4f5e3f36c5a36de76bdcbf2d296ffb96,0,0,0,0,14,4,14,4
0x1c4e23b1c1361b9bdc33100d51f4fea89f75cbb7,0,0,0,0,0,1,0,1
0x1c4fb6616e0bbf548ad8575ae2d16413642da1d1,0,1,0,0,0,0,0,0
0x1c57ad5defc49fdabce961fd5bbaf0601d3c52fc,1,0,0,2,0,0,0,2
0x1c5d895a8b0e2887743ff1275acec38198382422,0,0,0,0,0,1,0,1
0x1c70d3a0a945a5146cb852c47c9f93ca0b59afb1,0,0,0,2,0,0,0,2
0x1c72f37a8a778c3c284f06d1b87aaf8463206f59,0,2,3,2,0,0,3,2
0x1c757da79883dd34cd7e313bc8b52b1bc4962e2b,0,0,0,0,0,1,0,1
0x1c7764c0d018aeb1f751ac3ffff0125dc740b921,0,0,1,0,0,0,1,0
0x1c8916bdb5e083e0892c73c8331f0f5fda89e282,0,0,0,0,0,1,0,1
0x1c8b01afa45a4ed1c01979a6dcb67a4e97d510cd,0,0,0,0,0,1,0,1
0x1c8b5fbfc90b0e609330197d7b8dd913a497b71d,0,0,0,0,8,18,8,18
0x1c8ff6fc03a602e072de6aa0d3267c1b7cdf652c,0,0,0,0,0,1,0,1
0x1c9c0178b47ca22725e379bb1472a360ad558f8a,0,0,0,0,0,1,0,1
0x1c9e623c33894975430f6cebdf2090dcf9cddbe6,0,0,0,0,0,1,0,1
0x1cad53845b1f5cc86c539fcb5db2d1285859bcf8,0,0,1,1,0,0,1,1
0x1cc1983396e55e925b777a0d70dfe8b56edee942,0,1,1,1,0,0,1,1
0x1cc2377e6f5c0540122afb01c7582e28bb7b48d4,0,0,0,0,0,1,0,1
0x1cc573b34dc34db578a4356bd7b5bd7c01d38055,0,0,1,0,0,0,1,0
0x1ccb2945f1325e061b40fe5b0b452f0e76fb7278,0,1,0,1,0,0,0,1
0x1ce274ec428db2441db5e6ae0425d0a8ec405b9f,0,1,1,0,0,0,1,0
0x1ce3bffcaa2a8b652cd0ab46871d1e0f825cfd52,0,0,0,0,0,32,0,32
0x1ce4d694ca4d893b4e36dbfabdf5e301787519e0,0,0,0,0,0,1,0,1
0x1cec07f8414852f56217b255e0f53c5aa42585f1,0,0,1,0,0,0,1,0
0x1cf577ae3118ff26ebaad28d9cd5e8883a1464c2,0,0,1,0,0,0,1,0
0x1cf7e292c5f118697ba7ba12e8ca9a1dd985a906,0,0,0,0,0,12,0,12
0x1d00ff1416cf4ed1ceaae24bfddf8e4997bc3507,0,1,2,1,0,0,2,1
0x1d05a2ec18c7d4707ed4cd40e7e76a680e4618e3,0,0,1,0,0,0,1,0
0x1d2337d4f484c1abd26dc07c13fba974303dc48a,0,1,0,0,0,0,0,0
0x1d26d1ddd6a1cefed45d4e41d9564f37b31a35d5,0,0,0,1,0,0,0,1
0x1d28a703ab06bcef8666e4692fe63188b6fcbca2,0,0,5,0,0,0,5,0
0x1d37126b6c63f17dc3de62faeec99e64bbf5716c,0,2,4,2,0,0,4,2
0x1d3887fe83768d46043ea0f6be61eeeed79b27f1,0,0,0,0,0,1,0,1
0x1d40b0a3be8b8da30b3b0b807c3a23a1581ebde2,0,0,1,0,0,0,1,0
0x1d45ec3b57ee9498e3ac6dbaa37dfeca5f929be7,0,0,0,0,0,1,0,1
0x1d496ccf5adcb20ac01922918358dec7e0aa7222,0,0,0,0,0,1,0,1
0x1d4a65b9b0e4724bd6ff76df7f7428d937c92211,0,0,1,0,0,0,1,0
0x1d4ea1f19258a453da374305249a8aee920ccdb4,0,0,1,0,0,0,1,0
0x1d4fbafbe6b240313e96f92218d93b3eb7a7fbd4,0,0,2,0,0,0,2,0
0x1d51c083e6bd77f01219d87b8f6791b6b29dd371,0,0,1,0,0,0,1,0
0x1d52870ab23b02a81ae9a53c909075dd84cd0772,0,0,0,0,0,1,0,1
0x1d52f101b0826815a96b892dba99e7865796996c,0,1,1,0,0,0,1,0
0x1d6513b8ae289310f76b30418ffa4146562a05b3,0,0,1,0,0,0,1,0
0x1d6561487765c0123c05429cae3b30ea5c8c8076,0,1,0,1,0,0,0,1
0x1d73e18a610c6639552b0688097d2dfe6ab625ac,0,0,1,0,0,0,1,0
0x1d77625cfdcf42cd26357223d1e245b7a8681d27,0,1,0,1,0,0,0,1
0x1d7b087234d89510be132f8835c04d696be4f43a,0,1,0,0,0,0,0,0
0x1d844756940947899b6b08c4c62721c6a97c8888,0,0,0,0,1,6,1,6
0x1d92a021a74a77a050f84951b1ab7a87ceeb5c94,0,1,0,1,0,0,0,1
0x1d951150ecca1e49055b8862dc43f31894d0a82a,2,2,0,0,0,0,0,0
0x1d95231e3b2a9afe696b13eb97761b3fcf052e7e,0,0,0,0,0,1,0,1
0x1d9bf17187b8d718f77f8fbb0940ef9608d100a8,0,0,1,0,0,0,1,0
0x1d9f122a52ba2a222a1ccecacaddabd63ffaa3af,0,0,0,1,0,0,0,1
0x1dab3ce0c753c6176d19471e3026a32f629cac79,1,0,0,0,0,0,0,0
0x1dab6f69f3c5491dbe3be3fc508a8943e73d4d0b,0,0,0,0,0,1,0,1
0x1dccb46f921163b9f69c785d887ad4c9116d790b,0,0,0,0,2,2,2,2
0x1dcf0386cca29f9ab496c6d62e6f17da990eaec5,0,0,0,0,0,121,0,121
0x1dd990ffbc7304d682f578620c94714a1d48f533,0,0,0,1,0,0,0,1
0x1dda14e4fbc312404dff4c07448697a2fd8e6abd,0,0,0,0,1,1,1,1
0x1ded3345411a402a187df28ba11e2c0d3f08fdc0,0,0,0,0,1,2,1,2
0x1deed9baab4022d999c1e6da22dedca623da3bb1,0,0,0,0,0,2,0,2
0x1dfa86ed6759d68322cd00c5191eb72118cbfc6a,0,0,1,0,0,0,1,0
0x1e0082290ac3dedcfa80e95471a0d40d3a489902,0,1,0,1,0,0,0,1
0x1e038f623aa565defb202bf0322bcc92644a5fcb,0,0,1,0,0,0,1,0
0x1e073f28293135ad702240a9602cf5ead9005ee5,0,1,0,1,0,0,0,1
0x1e0f9d9a7666dcc891d901413f3ec0efe7fe52d3,0,0,0,0,0,1,0,1
0x1e14b928a4b895c9a5498e6b239e58f8e1ecedd5,0,1,0,1,0,0,0,1
0x1e16fa68e50f1b622b43c73a360170135a20b462,0,0,1,0,0,0,1,0
0x1e174fc29e06027cfc3ff7952933269d3b1fdabd,0,0,1,0,0,0,1,0
0x1e21bfa49466ea3152ea953d45c7268f31c1b811,0,0,1,0,0,0,1,0
0x1e2bc3d1a854248f7fd1c574404cedb58e03987a,1,0,0,0,0,53,0,53
0x1e2c8c5bd9807ad930c13adcc34e44578d23b936,0,0,0,0,0,3,0,3
0x1e2d3d8dfb3d35bdf31eab3a1b16d9c7530d22cf,0,0,0,0,0,1,0,1
0x1e3f127785d3990269cd3ae5ca31e86d18be3650,0,1,0,3,0,0,0,3
0x1e41128983c046d0f4145ece9ba74a4afaf3f87d,0,0,0,0,0,2,0,2
0x1e42cddfa3d7572db4c4ba5adcd51209bbed44ad,0,1,0,1,0,0,0,1
0x1e5e100141bd09900d402ddb38f9043bbeea84f1,1,1,0,1,0,0,0,1
0x1e5ebb3bda5bfd77f105a518ba6e428c60e38dcb,0,1,0,1,0,0,0,1
0x1e6bdfdb3ead12101b87ddad33bf80c58382d8a7,0,0,0,0,0,1,0,1
0x1e6ede9d0113288132c6e1f73c1b238ed29a6bff,0,0,1,0,0,0,1,0
0x1e7494be88a59359462fceec6ff8763af2cb6515,0,0,0,0,0,1,0,1
0x1e7f468f91b0dd3d153a87b84b0f8f233e5c31d3,0,0,0,0,0,2,0,2
0x1e815a8188f1b84564577c1c998f7e6b4706b752,0,0,1,0,0,0,1,0
0x1e8d764861b5ec3b2974063048da8884c08191ea,0,0,0,0,0,1,0,1
0x1e91511308b8f265c502027934eec6f4a7099b2c,0,0,1,0,0,0,1,0
0x1e936917261da72e978a100862f81e1a3293e1d3,0,0,0,0,0,2,0,2
0x1e983ce401336a8a74bc2983ae681c901117ae10,0,0,1,0,0,0,1,0
0x1e99439fddbbcc6763bfb377ba458e9aa3018678,0,0,0,0,0,1,0,1
0x1e9c0bb00ff504e2c4ed9368656e876616e25666,0,0,1,0,0,0,1,0
0x1ea014d19b2be0411c996842486420250fb7c9aa,0,0,2,0,0,0,2,0
0x1eb59fb4c8b6675ba2a8f4153f99bdef6ca24696,0,1,0,1,0,0,0,1
0x1eb5f481cb6032a0265518df33270e155c6cf18a,0,0,1,0,0,0,1,0
0x1eb7f4f53dfc7e05792d5680b8e334495eff3ca3,0,5,0,0,11,7,11,7
0x1ebc8359f952dd306aee150936ae9fd9b58c23a6,0,0,1,0,0,0,1,0
0x1ebf5618fa30e4253e6fe4cf61fe8b5f82c34530,0,0,0,0,1,0,1,0
0x1ec1ccca9ad121a8b07a4b651cf0b7cf2bd533a5,0,0,0,0,0,1,0,1
0x1ec29f9c3533d5c74e6cf41d9365787bda9c2e35,0,0,1,0,0,0,1,0
0x1ed8b3f3bd6a624de47f81beea101f0d15cdfbc8,0,0,0,0,0,1,0,1
0x1edf8710bc88917a2d0dcc8afabce3e4869d71d0,0,1,0,0,0,0,0,0
0x1ee6833fad8b1f709728d00efe9b8b105fef5cf9,0,0,1,0,0,0,1,0
0x1ef7349cb8e8daf449071fc70c19c11399b2eed3,0,0,0,0,0,2,0,2
0x1efc4ef021a9053a7c4375799442bde4de2fc5ba,0,0,0,0,0,2,0,2
0x1f038703b75d56bc2a08f6cbe816812c62b8ac2f,0,0,1,0,0,0,1,0
0x1f0454933706ad755ab5162995d9e14881375c3d,0,0,0,2,0,0,0,2
0x1f234c3efe25acd76f2e07e9b18527917cafd0be,0,0,0,2,0,0,0,2
0x1f2a1cbb2a4ad5570183bde1ec5195f018cba435,0,0,0,0,0,2,0,2
0x1f2eb606eac22930987fefc3871db2ae81a5a9a2,0,0,1,0,0,0,1,0
0x1f3144057568ddbd811c1adb79e5f1af332497b7,0,0,0,0,1,0,1,0
0x1f318fef92b7993a03009b49639db37464332e26,0,0,0,0,0,2,0,2
0x1f339eab9f69d81489d209958d636f609559b582,1,0,0,0,0,0,0,0
0x1f33cb710db64bea81959cc4bf2380ffb305216f,0,1,3,0,0,0,3,0
0x1f354c428b6961194a617e651834ba69a6e6e089,0,0,1,1,0,1,1,2
0x1f3b94f6f6fc5ae6dfef2cce6f5577d7d409ecfe,0,0,1,0,0,0,1,0
0x1f492c7c2e308d3e81afcfa4a01490e1320b2bdb,0,1,0,1,0,0,0,1
0x1f4a46bb3b226494a7c236606f7d686fa5891ee0,0,1,0,0,0,0,0,0
0x1f4af28f7dfcc643f25e4c9424abfc024ceab4ef,0,0,1,0,0,0,1,0
0x1f4b459d7ed1d03b61aee5778afe6cd4be213353,0,0,0,0,0,8,0,8
0x1f4bded2bfb84e002c4ca770defbb8c41d83f7d9,0,0,0,0,0,1,0,1
0x1f51f7327acc90588e443d010da7a63976928bd9,0,0,1,0,0,0,1,0
0x1f5aed8dc34a4e6cbb5fac624c2cc78b07d1648b,0,0,0,0,0,1,0,1
0x1f65a9e086e5ac5114b216ad41b4ad0520e77f80,0,0,0,0,1,0,1,0
0x1f690bb3cd09f65eed7b5694a5bd02e3b465b707,1,2,0,0,7,17,7,17
0x1f69ffd815e12a78f42188a7a8e3797f406f2fbf,0,3,0,0,0,0,0,0
0x1f70736f8e5c01af31b357efdef34c137ceb1de0,0,0,3,0,0,0,3,0
0x1f70e4d569aa36b4755531242fa86125c32cf7c2,0,0,0,0,0,16,0,16
0x1f78aab937f46f4835ad7fc7d35b756545950724,0,0,0,0,0,1,0,1
0x1f90a6ab217f9250dae75a708007e1d3f41dfd5f,0,1,0,1,0,0,0,1
0x1f92fc15bcbeb4dd24eefbead8d7aee409f891dc,0,0,2,0,0,0,2,0
0x1f941596d5e77b018f40cce55f1956cf20d928d6,0,0,0,0,0,2,0,2
0x1fac9481806406bc5565873ae4b7eb4a1462197e,0,0,1,0,0,0,1,0
0x1faed244c07bbbc991bdbb9e85d1bdbc2f334817,0,0,0,0,0,1,0,1
0x1faf89a6529e022bee343e625a0b7d1f050696ac,0,0,0,0,0,1,0,1
0x1fb012ebdb093412c35fb09093653d1b62897b67,0,0,0,0,0,4,0,4
0x1fb608f8df3490d178499e6e192ac5beb290198e,0,0,0,0,0,2,0,2
0x1fb88151eaa228af739902db3badbdf8076d2b4c,0,0,0,0,0,1,0,1
0x1fd1d127cdf662b763d6a8c979981182db7efe2f,0,0,1,0,0,0,1,0
0x1fd694e7726a5278a76e3a3ed770fc955f820c5c,0,0,0,0,0,1,0,1
0x1fdbffd0d8e237e64e68a904c2a6f447a1ad5c90,0,0,1,0,0,0,1,0
0x1fe3c8b6158106dc02ec32afd6745afdaf7a5325,0,0,0,0,1,0,1,0
0x1ff2875cd548eeae6d22f26bae2d72a50fd143c7,0,0,2,0,0,0,2,0
0x2000e0efcf3d09fd42802d0fe4c912d181ffd097,0,0,1,0,0,0,1,0
0x2001e225793c53d7f1149284a84d4b73b43a9918,0,0,0,0,1,1,1,1
0x200390b47324fbaeeb7747c939e47d4220d51fc6,0,0,0,0,0,1,0,1
0x200923d93933320fd6793bd64abbe19eb5f04686,0,1,0,1,0,0,0,1
0x2015d0c6d9a56479f0d56af8a3c80f44ea0191ec,0,0,0,0,0,2,0,2
0x2018ae0ef748bdd4dcc97ed42d56ffaff4f1939d,0,0,0,0,0,3,0,3
0x201cbc496c2ee03a2cef3073ff4091208e68b926,0,0,0,0,2,4,2,4
0x201f50af157b5437ce6a3519673968425fc79ec0,0,0,0,0,0,1,0,1
0x204b8b8da34c2ad390d51f910af2f2cfa118f0c0,0,0,0,0,0,1,0,1
0x20571e1d4b50323c3311b3f8fb72a5956dbf4b60,0,0,0,0,0,1,0,1
0x20584343967233347e03b936735bc55bc266262b,0,3,1,1,0,0,1,1
0x2059db6c45370c039dc1d32571fa2061d331d8d3,0,1,0,1,0,0,0,1
0x206f0a159f8bbbd502ed8d8c2d112855a05f75b9,0,0,1,0,0,0,1,0
0x2071b5ef98382c4b01fbf8eef10247c44aeacd44,0,0,1,0,0,0,1,0
0x2082c5a3c08a4d5ade0ce779e24b463daa241646,0,0,2,0,0,0,2,0
0x208c26266b56526ba5768730b0da745516ccae86,0,0,0,0,0,4,0,4
0x20a6f27e11edc08d32c21454b4625eecfb22bb21,0,0,1,2,0,0,1,2
0x20a8e7f27b5ba77fd41ce225a977c04a2f88330f,0,0,0,0,0,2,0,2
0x20bc2f24a59df41ca868cd8a8e70ed91bfa0717c,0,0,1,0,0,0,1,0
0x20bcf46a41a187d8e38a22308c801bfc3bf4714d,0,0,0,1,0,0,0,1
0x20d0a60b7446fb1154135e3b917a743fec0e5382,0,1,0,1,0,0,0,1
0x20da79e28c57ddca63b0a21e9eed3551e10a0d5f,0,0,0,0,0,1,0,1
0x20df00400169b9e8a76ad5f1c70fd92580bd6ca7,0,0,1,0,0,0,1,0
0x20e668a29e09e1a1933b44066bfcbcefad0be280,0,0,0,0,0,1,0,1
0x20ebef5ca445a21bfede5986541fb9d443cab7ab,0,0,0,0,0,1,0,1
0x20ee31efb8e96d346ceb065b993494d136368e96,0,0,0,0,0,1,0,1
0x20f93ad48a478a35d7115896df65290fcf7adea2,0,0,1,0,0,0,1,0
0x20fb4ec745c051265d07d1667efa6f0221a78939,0,2,5,0,0,0,5,0
0x20ffbcd23b8f573497757406d610cff192eb7b66,0,0,2,0,0,0,2,0
0x2100d73a21e62631c62599e5c6c0d2ace577c257,0,0,0,1,0,0,0,1
0x21100430681a65a31e73884f6966909b3c937ad5,0,0,0,1,0,0,0,1
0x21124d2187cc0c9475c4a917f42c2366df436b96,0,0,0,0,0,5,0,5
0x2115e23a90bbc25c2500f4b158f213356ad292e0,0,0,1,0,0,0,1,0
0x211a00f4a2080882d4a717d166cac644d9b426b0,0,2,0,2,0,0,0,2
0x211f65481e076f84c7fdefc28eb74f9f1b958f9e,0,0,0,0,0,3,0,3
0x21284131e5676960cc88c00739a3dd66aaa292a7,0,0,0,0,0,6,0,6
0x21296d1cfc9ab87bbb397a550ee39f0aa8551399,0,0,1,0,0,0,1,0
0x212d461a5171a8eace10ab40b4f8de0399051b57,0,0,0,1,0,0,0,1
0x212f871988e5185f535eba73ec4cec0daa4b7784,0,0,0,0,0,2,0,2
0x2134ed0337f481f2a4502dd76751870ba274a022,0,0,0,0,0,1,0,1
0x21363fee36616c689b4c1a6cd849fd738c502619,0,0,0,1,0,0,0,1
0x214096b13bd15cc38baa51c95e05edc7d961e8cb,0,0,0,4,0,0,0,4
0x21451c5d2dc3bf7baf98219bc9a7c4219eac0b67,0,0,0,0,0,1,0,1
0x2146c5e2777034c50a8ede7e4e5b67d132175168,0,0,0,0,0,2,0,2
0x214efdfe9fb7bad1f524c8c8f6ef08fa9fd3ac37,0,0,0,0,0,1,0,1
0x214f85fcaeea5930e090571fe1e7873cf851cba9,0,0,0,8,0,0,0,8
0x215d9bd5968cae99cecde53b120fb840e2677ba9,0,0,1,0,0,0,1,0
0x21653b3dc2f2b5fe8104af129067bb25fba0817f,0,1,0,0,0,0,0,0
0x2168b2295e912a27c0015bad9f09f090ebce1a99,0,1,0,0,0,0,0,0
0x216aa7d4be95c8023b25e90ef64990dc87b8a1af,0,0,0,0,0,1,0,1
0x2180ff87c9c1982a27dba5884c5b2fb8dbf54e7c,0,0,0,0,0,1,0,1
0x2183e99039d8cc4778b39bebb67ee81a6a1f2bd6,0,0,0,0,0,1,0,1
0x2189937d31f22b9a7507000549c39d79057e00dd,0,0,0,0,0,1,0,1
0x218ad6e8d0ed22b24694e29e2a087ed98c334669,0,0,4,1,0,0,4,1
0x219037bf36e68d630dd0dad0d2fe3afc41ac7e8f,0,0,1,0,0,0,1,0
0x21aeda238ac18af05298c08f8fdf10b84773c157,0,0,0,0,0,2,0,2
0x21ba404dcd497ed2383068b5d93230ff0e302d3c,0,0,0,0,0,1,0,1
0x21bba89e919c819f689f8a6e7104b03f87afe0a8,0,0,0,0,12,35,12,35
0x21c6f9d5faab39e39a8f698d93cf48b5f4a1d096,0,0,0,0,0,1,0,1
0x21ca8b1b771fb330349f7bb386481b9c3369085b,3,15,0,0,30,44,30,44
0x21cb5ba7e40eb0d547cfe5a6e1524d10a77dd11e,0,0,0,4,0,0,0,4
0x21cb74dd26fe253ea49f9152e74e55ef6a0b820c,0,0,0,1,0,0,0,1
0x21ff585893c4830a23f84332e38ea393f978c3d9,0,0,0,0,0,20,0,20
0x221fd03c49f605082b003e68bc347d45fdd9a6a2,0,0,0,0,5,0,5,0
0x22262d7a93502c055851557458e0d41c61f6c7a1,0,1,0,5,0,0,0,5
0x22322380ba90c486320cec43620d9dc540004586,0,0,1,0,0,0,1,0
0x2233c7855badac52efb50145de9462f5344362fa,0,0,0,1,0,0,0,1
0x223db826013eaf2c46aab1cb2ae6e8b652f9dad6,0,1,0,1,0,0,0,1
0x2249878c0fac6ccaea0951c836ced7baf436dd27,0,0,0,0,0,2,0,2
0x2258aeb66447ac9014e6c30096ac3eb4ca61c4c0,0,0,1,0,0,0,1,0
0x225c4898786999870a95348c759c159ac884cee0,0,0,0,0,0,1,0,1
0x2264052d314551df2095d6d239f747f690a37e4a,0,1,0,1,0,0,0,1
0x226749f7f520145a01718af9e7ab50339b6d0f82,0,0,0,0,4,11,4,11
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0,1,0,0,0,0,0,0
0x228cdf9b31ab46c4ecc523ffb648d5fb1b496805,0,0,0,1,0,0,0,1
0x22aa3f5d1daffe1a9df298e79a0cf2f98c1b92ff,0,0,1,0,0,0,1,0
0x22c25a7699abf5e6035b87eab52e006aa088029a,0,0,1,0,0,0,1,0
0x22c6e9211de7188e0f4542b3eb1915b84ca75a44,0,0,1,0,0,0,1,0
0x22c8007ad874b103f75651abcc67fd544f1b6442,0,0,0,0,0,1,0,1
0x22d073f740ea9b0014d5b024175fcae86a839e2a,4,6,5,1,0,0,5,1
0x22d41133029283337ede262782a60365a73d06f0,0,0,1,0,0,0,1,0
0x22dab9f115b3b051e56551e416f3ed7010a2a758,0,0,0,0,1,2,1,2
0x22dbb08a4076fbe1d285986b133c74f4f9cd3faf,0,0,0,0,0,1,0,1
0x22e2dbc33c22a02ab7ebfc4d2fd0cb53e8bdd0fd,0,1,1,1,0,0,1,1
0x22e721cd071ac4c3fbf37d63450c95e850133349,0,0,1,0,0,0,1,0
0x22fec11b730bee74ebfa31dc63ca437b4cf624fd,0,0,0,0,2,0,2,0
0x231e9bd5c74caf431f17e421d103e0f121b66f1c,0,1,0,1,0,0,0,1
0x231eb62296c8efdf74ed25efada9e2bbb7505330,0,0,0,0,0,1,0,1
0x231f02017dea56f3f992a67afee7f11f9d596987,0,1,0,1,0,0,0,1
0x233613fe416654fb4a1290db2f6094e13f95e9dc,0,1,0,1,0,0,0,1
0x234223c3c5119e61cd972ac557ad3c46b8a5f828,0,0,0,0,0,1,0,1
0x2377ca571941773ba28c5ee9e697c0928ebb1ce8,0,0,0,0,0,31,0,31
0x23837200acae6e0a7df4d0959b6efb106d5603f7,0,0,1,0,0,0,1,0
0x23851fdb41ae805bc26ecbe2fe06cfa08e4fead9,0,0,0,4,0,0,0,4
0x238a9a4c25be812113d5ad7469e385997a4cc526,0,2,1,2,0,0,1,2
0x23938954bc875bb8309aef15e2dead54884b73db,0,1,0,1,0,0,0,1
0x239c5b81b528e776ea1c800f9c44876ea09b1262,0,2,0,3,0,0,0,3
0x239dfe167b12b156069241fb3a0e9e395fe5bc92,1,0,0,0,0,0,0,0
0x239f0eb3296ad75d7316bd31f3532b3ca495e7c6,0,0,0,0,0,2,0,2
0x23a0eb432ad230c9ba986c41aedde2bd0c38286f,0,0,0,0,0,1,0,1
0x23a8ce2b970744471673e0435d54a869b158cc41,0,0,0,2,0,0,0,2
0x23bb8444f7960665cef5e2b3289e502eaf0eae69,0,0,0,0,2,2,2,2
0x23bcaea91012bbec3f2b46c1a1b29b983af9e571,0,0,1,0,0,0,1,0
0x23c4134982623e48d2b591c1c7f81824679179dd,0,0,1,0,0,0,1,0
0x23c9db5c119be5fbf429c0d09ad7744aa3ccb435,0,1,2,1,0,0,2,1
0x23cbc374c6ed5c4253759ec0483e80b79f9048bf,0,0,1,0,0,0,1,0
0x23d123ddeffdea6ab2bf6d75a1838edff2fad277,1,0,0,2,0,0,0,2
0x240b9629796f9e06ef46355338be690d13f49696,0,1,0,0,3,2,3,2
0x2426a88410cc00428aa03439d262360ee7263645,0,0,0,5,0,0,0,5
0x243f12d14b1db4c8dd14d02ba818973e1fe0ba07,0,0,0,0,0,1,0,1
0x2441830b09b4826fdddbc08e1cfd5fbdfdc4bd64,0,0,1,0,0,0,1,0
0x24440f9bc8aa1c69da3a5855d33741800578001a,1,0,0,0,0,0,0,0
0x244720d5fdbfecf1753617a96fc44aedec89095a,0,0,0,0,0,3,0,3
0x246a5fbe0fd379104de9300d34671344a35006e3,0,0,0,0,1,22,1,22
0x2474263a2762704862f3f69ce597b6a8120db18f,0,0,0,1,0,0,0,1
0x247ffff746ba865dcefd0ce9b5f9d25fd0c46d9d,0,0,1,0,0,0,1,0
0x24804b8e93176e03782d0e0620c28a6f3a4f9e06,0,0,3,0,0,0,3,0
0x248b89c6b310a2672966d43857acaaa909af634e,0,0,0,0,0,1,0,1
0x24970b51dd29dc2dfa264cd51c41998c68e3d7e6,0,0,0,0,1,0,1,0
0x2497a7931453fc574340d3e14f2cf58f299334de,0,1,1,1,0,0,1,1
0x2498622361241f0803c798919abead4d6d324702,0,0,0,1,0,0,0,1
0x24a18ad37bcce7022ec1f360e9c53f31717a513e,0,1,0,1,0,0,0,1
0x24a58e3fbb8333b9dd840d97ca5a3ef704332a47,0,0,0,0,0,5,0,5
0x24a721b8e6d20a1f78ad2b4e99ce2698de324411,0,1,0,0,0,1,0,1
0x24b49a3df5bce61e438aad240685ddc3db6f85c7,1,0,0,0,0,0,0,0
0x24b50795b7f2930f6fd574dd4cb5818a97b11b2e,0,0,4,0,0,0,4,0
0x24b514c0576b1a8eb9336bc7669e28d87898eae1,0,0,1,0,0,0,1,0
0x24b6e47c006ad7b58f4cd89d6795b979577d6d19,0,0,0,1,0,0,0,1
0x24c0237137fc534ef1ba8e58a1f0658e733f9f40,0,0,0,0,0,1,0,1
0x24c3a2960ad1839c47a3b321d0711b09763a4b47,0,1,0,1,0,0,0,1
0x24d6cba5af41c8b77d1738bb892e6ec7019cb8ce,0,0,0,0,0,1,0,1
0x24d7564c9c73cbcc8a7cf4f10b5ada85f55331f3,0,0,0,1,0,0,0,1
0x24d8f5e00be6c41df662e730aaf87065dd5b0f00,0,0,0,0,0,6,0,6
0x24e4ce959c873c301f1a162f11f45883e478b621,0,2,1,0,0,0,1,0
0x24e4d38e2e71d1b403e8b2300ae185312e336ccb,0,0,0,0,0,1,0,1
0x24f3d6920171a6f33ea4bed4ef9f662ac71e4922,1,2,0,0,0,0,0,0
0x25054f27c9972b341aee6c0d373a652566075431,0,0,1,0,0,0,1,0
0x252641ee227bd18d874c94a6e4429ae9ba2d8ddd,0,1,0,2,6,0,6,2
0x252ad4c147630634170971fe0bee72feaf7dfcb3,0,1,0,0,0,0,0,0
0x2530d1bad44cefb62fc68beeb2b79abcebd7cde4,0,0,0,0,0,2,0,2
0x2552c9b69721009667a620cf02a88e5bd6761a0e,0,0,0,0,5,2,5,2
0x25552b5ec89bb7fe46dbf88f13e61c8f14d9831e,0,0,0,0,0,1,0,1
0x2556174291310551be128f21ce284c4ffce07585,0,0,0,0,3,3,3,3
0x25569fce3086e3393bdd7f19205ccea4b8281d08,0,0,0,0,0,1,0,1
0x255713f6f557e3a66e2d4ac48888fce70b2457b1,0,0,0,2,0,0,0,2
0x2558f5d293191c4c83a717abbb096d435770b08b,0,0,0,1,0,0,0,1
0x255f2007426f9f24bfa09e51ca41f8509865dbba,1,1,0,0,0,1,0,1
