wallet,collection,level_2,days_held
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz Genkai,tokens,1.0
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz Genkai,min_days,790.807
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz Genkai,p50_days,790.807
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz Genkai,avg_days,790.807
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz Genkai,max_days,790.807
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz VX,tokens,1.0
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz VX,min_days,1444.6
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz VX,p50_days,1444.6
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz VX,avg_days,1444.6
0x744865f784b9182b93d432ef53bc2060e95cbf3c,CyberKongz VX,max_days,1444.6
0x7453e0a1c65321dd1e6f772db28865584dd4b8e5,CyberKongz Genkai,tokens,1.0
0x7453e0a1c65321dd1e6f772db28865584dd4b8e5,CyberKongz Genkai,min_days,752.167
0x7453e0a1c65321dd1e6f772db28865584dd4b8e5,CyberKongz Genkai,p50_days,752.167
0x7453e0a1c65321dd1e6f772db28865584dd4b8e5,CyberKongz Genkai,avg_days,752.167
0x7453e0a1c65321dd1e6f772db28865584dd4b8e5,CyberKongz Genkai,max_days,752.167
0x7457b47abe7dd86ad6b59cb71a7190c8bf046011,CyberKongz Babies,tokens,1.0
0x7457b47abe7dd86ad6b59cb71a7190c8bf046011,CyberKongz Babies,min_days,14.442
0x7457b47abe7dd86ad6b59cb71a7190c8bf046011,CyberKongz Babies,p50_days,14.442
0x7457b47abe7dd86ad6b59cb71a7190c8bf046011,CyberKongz Babies,avg_days,14.442
0x7457b47abe7dd86ad6b59cb71a7190c8bf046011,CyberKongz Babies,max_days,14.442
0x7457d59bd00587a12bb5b389e8905fd0747329fe,CyberKongz VX,tokens,1.0
0x7457d59bd00587a12bb5b389e8905fd0747329fe,CyberKongz VX,min_days,308.552
0x7457d59bd00587a12bb5b389e8905fd0747329fe,CyberKongz VX,p50_days,308.552
0x7457d59bd00587a12bb5b389e8905fd0747329fe,CyberKongz VX,avg_days,308.552
0x7457d59bd00587a12bb5b389e8905fd0747329fe,CyberKongz VX,max_days,308.552
0x747b99f7995c1c0d03c2a984f062631408cb6aaa,CyberKongz VX,tokens,1.0
0x747b99f7995c1c0d03c2a984f062631408cb6aaa,CyberKongz VX,min_days,1497.371
0x747b99f7995c1c0d03c2a984f062631408cb6aaa,CyberKongz VX,p50_days,1497.371
0x747b99f7995c1c0d03c2a984f062631408cb6aaa,CyberKongz VX,avg_days,1497.371
0x747b99f7995c1c0d03c2a984f062631408cb6aaa,CyberKongz VX,max_days,1497.371
0x748616ad7797b189a61df4ca47cae089314f3c72,CyberKongz Babies,tokens,2.0
0x748616ad7797b189a61df4ca47cae089314f3c72,CyberKongz Babies,min_days,92.577
0x748616ad7797b189a61df4ca47cae089314f3c72,CyberKongz Babies,p50_days,124.0975
0x748616ad7797b189a61df4ca47cae089314f3c72,CyberKongz Babies,avg_days,124.0975
0x748616ad7797b189a61df4ca47cae089314f3c72,CyberKongz Babies,max_days,155.618
0x74891d7974ff246cf1401dde4b93ce6f479fa106,CyberKongz VX,tokens,1.0
0x74891d7974ff246cf1401dde4b93ce6f479fa106,CyberKongz VX,min_days,341.713
0x74891d7974ff246cf1401dde4b93ce6f479fa106,CyberKongz VX,p50_days,341.713
0x74891d7974ff246cf1401dde4b93ce6f479fa106,CyberKongz VX,avg_days,341.713
0x74891d7974ff246cf1401dde4b93ce6f479fa106,CyberKongz VX,max_days,341.713
0x74975c6489c81e6fa00bcc14d58ea0e5b21ca33f,CyberKongz Genkai,tokens,2.0
0x74975c6489c81e6fa00bcc14d58ea0e5b21ca33f,CyberKongz Genkai,min_days,524.38
0x74975c6489c81e6fa00bcc14d58ea0e5b21ca33f,CyberKongz Genkai,p50_days,524.3805
0x74975c6489c81e6fa00bcc14d58ea0e5b21ca33f,CyberKongz Genkai,avg_days,524.3805
0x74975c6489c81e6fa00bcc14d58ea0e5b21ca33f,CyberKongz Genkai,max_days,524.381
0x74bccbf7cd78b10d11f164431d192d05f8fc866d,CyberKongz VX,tokens,1.0
0x74bccbf7cd78b10d11f164431d192d05f8fc866d,CyberKongz VX,min_days,1252.335
0x74bccbf7cd78b10d11f164431d192d05f8fc866d,CyberKongz VX,p50_days,1252.335
0x74bccbf7cd78b10d11f164431d192d05f8fc866d,CyberKongz VX,avg_days,1252.335
0x74bccbf7cd78b10d11f164431d192d05f8fc866d,CyberKongz VX,max_days,1252.335
0x74bdcd06daa87164e391139e1616f3cd001e77ae,CyberKongz VX,tokens,1.0
0x74bdcd06daa87164e391139e1616f3cd001e77ae,CyberKongz VX,min_days,1487.066
0x74bdcd06daa87164e391139e1616f3cd001e77ae,CyberKongz VX,p50_days,1487.066
0x74bdcd06daa87164e391139e1616f3cd001e77ae,CyberKongz VX,avg_days,1487.066
0x74bdcd06daa87164e391139e1616f3cd001e77ae,CyberKongz VX,max_days,1487.066
0x74ce86151b6f74ad434df22d98f714400a387d07,CyberKongz VX,tokens,2.0
0x74ce86151b6f74ad434df22d98f714400a387d07,CyberKongz VX,min_days,1483.004
0x74ce86151b6f74ad434df22d98f714400a387d07,CyberKongz VX,p50_days,1492.6374999999998
0x74ce86151b6f74ad434df22d98f714400a387d07,CyberKongz VX,avg_days,1492.6374999999998
0x74ce86151b6f74ad434df22d98f714400a387d07,CyberKongz VX,max_days,1502.271
0x74d8d562cafcf710c7f950cf32501ef14b2642b1,CyberKongz VX,tokens,1.0
0x74d8d562cafcf710c7f950cf32501ef14b2642b1,CyberKongz VX,min_days,905.802
0x74d8d562cafcf710c7f950cf32501ef14b2642b1,CyberKongz VX,p50_days,905.802
0x74d8d562cafcf710c7f950cf32501ef14b2642b1,CyberKongz VX,avg_days,905.802
0x74d8d562cafcf710c7f950cf32501ef14b2642b1,CyberKongz VX,max_days,905.802
0x74da0807e300b6a1f8ead2a9b316df2c3ed3f654,CyberKongz Genkai,tokens,1.0
0x74da0807e300b6a1f8ead2a9b316df2c3ed3f654,CyberKongz Genkai,min_days,576.936
0x74da0807e300b6a1f8ead2a9b316df2c3ed3f654,CyberKongz Genkai,p50_days,576.936
0x74da0807e300b6a1f8ead2a9b316df2c3ed3f654,CyberKongz Genkai,avg_days,576.936
0x74da0807e300b6a1f8ead2a9b316df2c3ed3f654,CyberKongz Genkai,max_days,576.936
0x74db20cdfe40ff8d9a5db34f176a45e747d168c0,CyberKongz Babies,tokens,1.0
0x74db20cdfe40ff8d9a5db34f176a45e747d168c0,CyberKongz Babies,min_days,1130.034
0x74db20cdfe40ff8d9a5db34f176a45e747d168c0,CyberKongz Babies,p50_days,1130.034
0x74db20cdfe40ff8d9a5db34f176a45e747d168c0,CyberKongz Babies,avg_days,1130.034
0x74db20cdfe40ff8d9a5db34f176a45e747d168c0,CyberKongz Babies,max_days,1130.034
0x74dfc25f784175c6625e70598e2a175653c914c1,CyberKongz VX,tokens,1.0
0x74dfc25f784175c6625e70598e2a175653c914c1,CyberKongz VX,min_days,198.882
0x74dfc25f784175c6625e70598e2a175653c914c1,CyberKongz VX,p50_days,198.882
0x74dfc25f784175c6625e70598e2a175653c914c1,CyberKongz VX,avg_days,198.882
0x74dfc25f784175c6625e70598e2a175653c914c1,CyberKongz VX,max_days,198.882
0x74e237615bcffd47e904208d525f803562a99d7d,CyberKongz Genkai,tokens,4.0
0x74e237615bcffd47e904208d525f803562a99d7d,CyberKongz Genkai,min_days,790.858
0x74e237615bcffd47e904208d525f803562a99d7d,CyberKongz Genkai,p50_days,790.8755
0x74e237615bcffd47e904208d525f803562a99d7d,CyberKongz Genkai,avg_days,790.8755000000001
0x74e237615bcffd47e904208d525f803562a99d7d,CyberKongz Genkai,max_days,790.893
0x74fa335095849fb7af2e6a1cdfdc7e9b7026296a,CyberKongz Genkai,tokens,1.0
0x74fa335095849fb7af2e6a1cdfdc7e9b7026296a,CyberKongz Genkai,min_days,790.813
0x74fa335095849fb7af2e6a1cdfdc7e9b7026296a,CyberKongz Genkai,p50_days,790.813
0x74fa335095849fb7af2e6a1cdfdc7e9b7026296a,CyberKongz Genkai,avg_days,790.813
0x74fa335095849fb7af2e6a1cdfdc7e9b7026296a,CyberKongz Genkai,max_days,790.813
0x75099a939ca72da8216ac1ed16414bef756abcdb,CyberKongz VX,tokens,1.0
0x75099a939ca72da8216ac1ed16414bef756abcdb,CyberKongz VX,min_days,8.682
0x75099a939ca72da8216ac1ed16414bef756abcdb,CyberKongz VX,p50_days,8.682
0x75099a939ca72da8216ac1ed16414bef756abcdb,CyberKongz VX,avg_days,8.682
0x75099a939ca72da8216ac1ed16414bef756abcdb,CyberKongz VX,max_days,8.682
0x750c31d2290c456fcca1c659b6add80e7a88f881,CyberKongz VX,tokens,1.0
0x750c31d2290c456fcca1c659b6add80e7a88f881,CyberKongz VX,min_days,1493.914
0x750c31d2290c456fcca1c659b6add80e7a88f881,CyberKongz VX,p50_days,1493.914
0x750c31d2290c456fcca1c659b6add80e7a88f881,CyberKongz VX,avg_days,1493.914
0x750c31d2290c456fcca1c659b6add80e7a88f881,CyberKongz VX,max_days,1493.914
0x7513c0604ae11d88af870a2f17cf4edbe9abf7b0,CyberKongz VX,tokens,1.0
0x7513c0604ae11d88af870a2f17cf4edbe9abf7b0,CyberKongz VX,min_days,277.942
0x7513c0604ae11d88af870a2f17cf4edbe9abf7b0,CyberKongz VX,p50_days,277.942
0x7513c0604ae11d88af870a2f17cf4edbe9abf7b0,CyberKongz VX,avg_days,277.942
0x7513c0604ae11d88af870a2f17cf4edbe9abf7b0,CyberKongz VX,max_days,277.942
0x751a1ceca4dfbb6346f1537318a31515702572e0,CyberKongz Genkai,tokens,1.0
0x751a1ceca4dfbb6346f1537318a31515702572e0,CyberKongz Genkai,min_days,790.815
0x751a1ceca4dfbb6346f1537318a31515702572e0,CyberKongz Genkai,p50_days,790.815
0x751a1ceca4dfbb6346f1537318a31515702572e0,CyberKongz Genkai,avg_days,790.815
0x751a1ceca4dfbb6346f1537318a31515702572e0,CyberKongz Genkai,max_days,790.815
0x753c6ca8652951b921bbb33e132a51cf098653f5,CyberKongz Babies,tokens,1.0
0x753c6ca8652951b921bbb33e132a51cf098653f5,CyberKongz Babies,min_days,902.683
0x753c6ca8652951b921bbb33e132a51cf098653f5,CyberKongz Babies,p50_days,902.683
0x753c6ca8652951b921bbb33e132a51cf098653f5,CyberKongz Babies,avg_days,902.683
0x753c6ca8652951b921bbb33e132a51cf098653f5,CyberKongz Babies,max_days,902.683
0x754497d0ba7d82f22080ff5be81e21ca70eec370,CyberKongz Babies,tokens,1.0
0x754497d0ba7d82f22080ff5be81e21ca70eec370,CyberKongz Babies,min_days,284.671
0x754497d0ba7d82f22080ff5be81e21ca70eec370,CyberKongz Babies,p50_days,284.671
0x754497d0ba7d82f22080ff5be81e21ca70eec370,CyberKongz Babies,avg_days,284.671
0x754497d0ba7d82f22080ff5be81e21ca70eec370,CyberKongz Babies,max_days,284.671
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Babies,tokens,1.0
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Babies,min_days,1219.732
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Babies,p50_days,1219.732
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Babies,avg_days,1219.732
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Babies,max_days,1219.732
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Genkai,tokens,1.0
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Genkai,min_days,790.807
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Genkai,p50_days,790.807
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Genkai,avg_days,790.807
0x754a97f618b51abf39d218d61bbf18b8b802d157,CyberKongz Genkai,max_days,790.807
0x755106456ed946bd9957eee534053a294fcfa010,CyberKongz Genkai,tokens,1.0
0x755106456ed946bd9957eee534053a294fcfa010,CyberKongz Genkai,min_days,780.162
0x755106456ed946bd9957eee534053a294fcfa010,CyberKongz Genkai,p50_days,780.162
0x755106456ed946bd9957eee534053a294fcfa010,CyberKongz Genkai,avg_days,780.162
0x755106456ed946bd9957eee534053a294fcfa010,CyberKongz Genkai,max_days,780.162
0x7556cc553036e8e67ca77b72fca81657988de13e,CyberKongz Babies,tokens,1.0
0x7556cc553036e8e67ca77b72fca81657988de13e,CyberKongz Babies,min_days,37.987
0x7556cc553036e8e67ca77b72fca81657988de13e,CyberKongz Babies,p50_days,37.987
0x7556cc553036e8e67ca77b72fca81657988de13e,CyberKongz Babies,avg_days,37.987
0x7556cc553036e8e67ca77b72fca81657988de13e,CyberKongz Babies,max_days,37.987
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Babies,tokens,1.0
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Babies,min_days,1486.418
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Babies,p50_days,1486.418
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Babies,avg_days,1486.418
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Babies,max_days,1486.418
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Genkai,tokens,1.0
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Genkai,min_days,790.807
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Genkai,p50_days,790.807
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Genkai,avg_days,790.807
0x755dae776c732dc607a0911b9fed7ef3d4a52d47,CyberKongz Genkai,max_days,790.807
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz Genkai,tokens,2.0
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz Genkai,min_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz Genkai,p50_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz Genkai,avg_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz Genkai,max_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz VX,tokens,1.0
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz VX,min_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz VX,p50_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz VX,avg_days,573.654
0x7571c1bc65faeb5336fb7ee21c40af1c16787cdd,CyberKongz VX,max_days,573.654
0x758ae9264a53f5d634960c0d2d330070528e97d2,CyberKongz VX,tokens,2.0
0x758ae9264a53f5d634960c0d2d330070528e97d2,CyberKongz VX,min_days,757.046
0x758ae9264a53f5d634960c0d2d330070528e97d2,CyberKongz VX,p50_days,766.2575
0x758ae9264a53f5d634960c0d2d330070528e97d2,CyberKongz VX,avg_days,766.2575
0x758ae9264a53f5d634960c0d2d330070528e97d2,CyberKongz VX,max_days,775.469
0x758b54320f984a8cabf833f969e7c721c5c12141,CyberKongz VX,tokens,6.0
0x758b54320f984a8cabf833f969e7c721c5c12141,CyberKongz VX,min_days,298.671
0x758b54320f984a8cabf833f969e7c721c5c12141,CyberKongz VX,p50_days,298.671
0x758b54320f984a8cabf833f969e7c721c5c12141,CyberKongz VX,avg_days,298.671
0x758b54320f984a8cabf833f969e7c721c5c12141,CyberKongz VX,max_days,298.671
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Babies,tokens,1.0
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Babies,min_days,1238.798
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Babies,p50_days,1238.798
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Babies,avg_days,1238.798
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Babies,max_days,1238.798
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Genkai,tokens,2.0
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Genkai,min_days,790.812
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Genkai,p50_days,790.8330000000001
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Genkai,avg_days,790.8330000000001
0x758e6bd3b50228956d72f49c5c5dfb62461ec846,CyberKongz Genkai,max_days,790.854
0x7595dc1dc8133b559af6479d2f2701cc5f3365e5,CyberKongz VX,tokens,3.0
0x7595dc1dc8133b559af6479d2f2701cc5f3365e5,CyberKongz VX,min_days,1227.659
0x7595dc1dc8133b559af6479d2f2701cc5f3365e5,CyberKongz VX,p50_days,1227.661
0x7595dc1dc8133b559af6479d2f2701cc5f3365e5,CyberKongz VX,avg_days,1235.5883333333334
0x7595dc1dc8133b559af6479d2f2701cc5f3365e5,CyberKongz VX,max_days,1251.445
0x75b54cba0061aaab1c67f140432131f5d0be2c2e,CyberKongz Babies,tokens,1.0
0x75b54cba0061aaab1c67f140432131f5d0be2c2e,CyberKongz Babies,min_days,56.064
0x75b54cba0061aaab1c67f140432131f5d0be2c2e,CyberKongz Babies,p50_days,56.064
0x75b54cba0061aaab1c67f140432131f5d0be2c2e,CyberKongz Babies,avg_days,56.064
0x75b54cba0061aaab1c67f140432131f5d0be2c2e,CyberKongz Babies,max_days,56.064
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,CyberKongz Babies,tokens,1.0
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,CyberKongz Babies,min_days,288.424
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,CyberKongz Babies,p50_days,288.424
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,CyberKongz Babies,avg_days,288.424
0x75c896c88158ff1cea9c47b2c2f884782ac3d5d9,CyberKongz Babies,max_days,288.424
0x75e326bba55cf036741c8ac068bb68852fe1442c,CyberKongz VX,tokens,1.0
0x75e326bba55cf036741c8ac068bb68852fe1442c,CyberKongz VX,min_days,551.47
0x75e326bba55cf036741c8ac068bb68852fe1442c,CyberKongz VX,p50_days,551.47
0x75e326bba55cf036741c8ac068bb68852fe1442c,CyberKongz VX,avg_days,551.47
0x75e326bba55cf036741c8ac068bb68852fe1442c,CyberKongz VX,max_days,551.47
0x75ebf2d5bbcc12bdc62ddbfdaa8243c54718b285,CyberKongz VX,tokens,1.0
0x75ebf2d5bbcc12bdc62ddbfdaa8243c54718b285,CyberKongz VX,min_days,1502.335
0x75ebf2d5bbcc12bdc62ddbfdaa8243c54718b285,CyberKongz VX,p50_days,1502.335
0x75ebf2d5bbcc12bdc62ddbfdaa8243c54718b285,CyberKongz VX,avg_days,1502.335
0x75ebf2d5bbcc12bdc62ddbfdaa8243c54718b285,CyberKongz VX,max_days,1502.335
0x75f732c1b1d0bbda60f4b49ef0b36eb6e8ad6531,CyberKongz VX,tokens,1.0
0x75f732c1b1d0bbda60f4b49ef0b36eb6e8ad6531,CyberKongz VX,min_days,1502.767
0x75f732c1b1d0bbda60f4b49ef0b36eb6e8ad6531,CyberKongz VX,p50_days,1502.767
0x75f732c1b1d0bbda60f4b49ef0b36eb6e8ad6531,CyberKongz VX,avg_days,1502.767
0x75f732c1b1d0bbda60f4b49ef0b36eb6e8ad6531,CyberKongz VX,max_days,1502.767
0x763386900d8f6af02f812f46bdb56449bcbb6bcd,CyberKongz Babies,tokens,1.0
0x763386900d8f6af02f812f46bdb56449bcbb6bcd,CyberKongz Babies,min_days,420.827
0x763386900d8f6af02f812f46bdb56449bcbb6bcd,CyberKongz Babies,p50_days,420.827
0x763386900d8f6af02f812f46bdb56449bcbb6bcd,CyberKongz Babies,avg_days,420.827
0x763386900d8f6af02f812f46bdb56449bcbb6bcd,CyberKongz Babies,max_days,420.827
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Babies,tokens,4.0
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Babies,min_days,794.263
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Babies,p50_days,794.263
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Babies,avg_days,825.59025
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Babies,max_days,919.572
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Genesis,tokens,1.0
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Genesis,min_days,23.326
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Genesis,p50_days,23.326
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Genesis,avg_days,23.326
0x7637276ca8599e5dcae1f2b55cfe5321c759cc53,CyberKongz Genesis,max_days,23.326
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Babies,tokens,1.0
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Babies,min_days,1243.827
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Babies,p50_days,1243.827
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Babies,avg_days,1243.827
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Babies,max_days,1243.827
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Genkai,tokens,1.0
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Genkai,min_days,790.815
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Genkai,p50_days,790.815
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Genkai,avg_days,790.815
0x763fc9d3b8f015f13ecef10278cf3da9d44b9a4c,CyberKongz Genkai,max_days,790.815
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz Babies,tokens,1.0
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz Babies,min_days,30.894
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz Babies,p50_days,30.894
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz Babies,avg_days,30.894
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz Babies,max_days,30.894
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz VX,tokens,1.0
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz VX,min_days,555.422
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz VX,p50_days,555.422
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz VX,avg_days,555.422
0x76571aabbf13b9d9eab3c9994f4b73d57c2ce317,CyberKongz VX,max_days,555.422
0x766a5b88f1f031aa3a064351b9778c246095c526,CyberKongz VX,tokens,5.0
0x766a5b88f1f031aa3a064351b9778c246095c526,CyberKongz VX,min_days,232.808
0x766a5b88f1f031aa3a064351b9778c246095c526,CyberKongz VX,p50_days,232.808
0x766a5b88f1f031aa3a064351b9778c246095c526,CyberKongz VX,avg_days,232.80839999999998
0x766a5b88f1f031aa3a064351b9778c246095c526,CyberKongz VX,max_days,232.809
0x7680a1e53fc5fdcf3932340a3c570acf867ac320,CyberKongz VX,tokens,1.0
0x7680a1e53fc5fdcf3932340a3c570acf867ac320,CyberKongz VX,min_days,1332.016
0x7680a1e53fc5fdcf3932340a3c570acf867ac320,CyberKongz VX,p50_days,1332.016
0x7680a1e53fc5fdcf3932340a3c570acf867ac320,CyberKongz VX,avg_days,1332.016
0x7680a1e53fc5fdcf3932340a3c570acf867ac320,CyberKongz VX,max_days,1332.016
0x768891052ae6d335448f3a67eeae08105e9ff89b,CyberKongz VX,tokens,2.0
0x768891052ae6d335448f3a67eeae08105e9ff89b,CyberKongz VX,min_days,1430.943
0x768891052ae6d335448f3a67eeae08105e9ff89b,CyberKongz VX,p50_days,1430.9445
0x768891052ae6d335448f3a67eeae08105e9ff89b,CyberKongz VX,avg_days,1430.9445
0x768891052ae6d335448f3a67eeae08105e9ff89b,CyberKongz VX,max_days,1430.946
0x768dc5fea9651d9ba31cad45f5f7d370b2d1013d,CyberKongz VX,tokens,1.0
0x768dc5fea9651d9ba31cad45f5f7d370b2d1013d,CyberKongz VX,min_days,1495.484
0x768dc5fea9651d9ba31cad45f5f7d370b2d1013d,CyberKongz VX,p50_days,1495.484
0x768dc5fea9651d9ba31cad45f5f7d370b2d1013d,CyberKongz VX,avg_days,1495.484
0x768dc5fea9651d9ba31cad45f5f7d370b2d1013d,CyberKongz VX,max_days,1495.484
0x76906f96aa53ce74dedef64289fe401dca8ea135,CyberKongz VX,tokens,1.0
0x76906f96aa53ce74dedef64289fe401dca8ea135,CyberKongz VX,min_days,1265.197
0x76906f96aa53ce74dedef64289fe401dca8ea135,CyberKongz VX,p50_days,1265.197
0x76906f96aa53ce74dedef64289fe401dca8ea135,CyberKongz VX,avg_days,1265.197
0x76906f96aa53ce74dedef64289fe401dca8ea135,CyberKongz VX,max_days,1265.197
0x76a2d051eafb8104a4ae864168ee7d477c2eef79,CyberKongz Genkai,tokens,2.0
0x76a2d051eafb8104a4ae864168ee7d477c2eef79,CyberKongz Genkai,min_days,790.853
0x76a2d051eafb8104a4ae864168ee7d477c2eef79,CyberKongz Genkai,p50_days,790.872
0x76a2d051eafb8104a4ae864168ee7d477c2eef79,CyberKongz Genkai,avg_days,790.872
0x76a2d051eafb8104a4ae864168ee7d477c2eef79,CyberKongz Genkai,max_days,790.891
0x76a44dba9b1b656039dab0aed2848495d4f2e1bf,CyberKongz Genkai,tokens,1.0
0x76a44dba9b1b656039dab0aed2848495d4f2e1bf,CyberKongz Genkai,min_days,584.044
0x76a44dba9b1b656039dab0aed2848495d4f2e1bf,CyberKongz Genkai,p50_days,584.044
0x76a44dba9b1b656039dab0aed2848495d4f2e1bf,CyberKongz Genkai,avg_days,584.044
0x76a44dba9b1b656039dab0aed2848495d4f2e1bf,CyberKongz Genkai,max_days,584.044
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genesis,tokens,1.0
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genesis,min_days,1364.789
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genesis,p50_days,1364.789
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genesis,avg_days,1364.789
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genesis,max_days,1364.789
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genkai,tokens,2.0
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genkai,min_days,790.807
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genkai,p50_days,790.807
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genkai,avg_days,790.807
0x76b704fd0d9bb603f3c1afcff9d022fb224893c0,CyberKongz Genkai,max_days,790.807
0x76b8a63a10fb88228b4910d92a7da7f8d3145921,CyberKongz VX,tokens,1.0
0x76b8a63a10fb88228b4910d92a7da7f8d3145921,CyberKongz VX,min_days,1494.432
0x76b8a63a10fb88228b4910d92a7da7f8d3145921,CyberKongz VX,p50_days,1494.432
0x76b8a63a10fb88228b4910d92a7da7f8d3145921,CyberKongz VX,avg_days,1494.432
