wallet,collection,level_2,days_held
0x4fdc7161019bc798dca67b9e460623f81bdd9f90,CyberKongz VX,tokens,1.0
0x4fdc7161019bc798dca67b9e460623f81bdd9f90,CyberKongz VX,min_days,1434.784
0x4fdc7161019bc798dca67b9e460623f81bdd9f90,CyberKongz VX,p50_days,1434.784
0x4fdc7161019bc798dca67b9e460623f81bdd9f90,CyberKongz VX,avg_days,1434.784
0x4fdc7161019bc798dca67b9e460623f81bdd9f90,CyberKongz VX,max_days,1434.784
0x4fe5d0b4b663e36dac83bcecb1e25af2bdcad725,CyberKongz VX,tokens,1.0
0x4fe5d0b4b663e36dac83bcecb1e25af2bdcad725,CyberKongz VX,min_days,1338.436
0x4fe5d0b4b663e36dac83bcecb1e25af2bdcad725,CyberKongz VX,p50_days,1338.436
0x4fe5d0b4b663e36dac83bcecb1e25af2bdcad725,CyberKongz VX,avg_days,1338.436
0x4fe5d0b4b663e36dac83bcecb1e25af2bdcad725,CyberKongz VX,max_days,1338.436
0x4fe934ecf36438501da0a9f8a2af495ef701065e,CyberKongz VX,tokens,1.0
0x4fe934ecf36438501da0a9f8a2af495ef701065e,CyberKongz VX,min_days,1429.261
0x4fe934ecf36438501da0a9f8a2af495ef701065e,CyberKongz VX,p50_days,1429.261
0x4fe934ecf36438501da0a9f8a2af495ef701065e,CyberKongz VX,avg_days,1429.261
0x4fe934ecf36438501da0a9f8a2af495ef701065e,CyberKongz VX,max_days,1429.261
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz Babies,tokens,1.0
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz Babies,min_days,65.769
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz Babies,p50_days,65.769
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz Babies,avg_days,65.769
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz Babies,max_days,65.769
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz VX,tokens,1.0
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz VX,min_days,56.077
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz VX,p50_days,56.077
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz VX,avg_days,56.077
0x4fef0c70ae0e832354d813f1133542ceb4babb56,CyberKongz VX,max_days,56.077
0x50099a4e8bce6069313827afcdc5fc9f966562d2,CyberKongz VX,tokens,11.0
0x50099a4e8bce6069313827afcdc5fc9f966562d2,CyberKongz VX,min_days,643.898
0x50099a4e8bce6069313827afcdc5fc9f966562d2,CyberKongz VX,p50_days,663.809
0x50099a4e8bce6069313827afcdc5fc9f966562d2,CyberKongz VX,avg_days,658.925090909091
0x50099a4e8bce6069313827afcdc5fc9f966562d2,CyberKongz VX,max_days,663.813
0x500f5fe549a3c3207733741d44430604175f1876,CyberKongz VX,tokens,2.0
0x500f5fe549a3c3207733741d44430604175f1876,CyberKongz VX,min_days,1267.797
0x500f5fe549a3c3207733741d44430604175f1876,CyberKongz VX,p50_days,1304.5845
0x500f5fe549a3c3207733741d44430604175f1876,CyberKongz VX,avg_days,1304.5845
0x500f5fe549a3c3207733741d44430604175f1876,CyberKongz VX,max_days,1341.372
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genesis,tokens,1.0
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genesis,min_days,1314.556
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genesis,p50_days,1314.556
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genesis,avg_days,1314.556
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genesis,max_days,1314.556
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genkai,tokens,2.0
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genkai,min_days,790.813
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genkai,p50_days,790.813
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genkai,avg_days,790.813
0x503531deec12620239dbea7c7d059876e67f1164,CyberKongz Genkai,max_days,790.813
0x50471203a2be347d16e300e6875adf3509118c5b,CyberKongz VX,tokens,2.0
0x50471203a2be347d16e300e6875adf3509118c5b,CyberKongz VX,min_days,1459.768
0x50471203a2be347d16e300e6875adf3509118c5b,CyberKongz VX,p50_days,1459.769
0x50471203a2be347d16e300e6875adf3509118c5b,CyberKongz VX,avg_days,1459.769
0x50471203a2be347d16e300e6875adf3509118c5b,CyberKongz VX,max_days,1459.77
0x504c23dfc2ec40498e4eb36d772508392cf18278,CyberKongz VX,tokens,1.0
0x504c23dfc2ec40498e4eb36d772508392cf18278,CyberKongz VX,min_days,1502.035
0x504c23dfc2ec40498e4eb36d772508392cf18278,CyberKongz VX,p50_days,1502.035
0x504c23dfc2ec40498e4eb36d772508392cf18278,CyberKongz VX,avg_days,1502.035
0x504c23dfc2ec40498e4eb36d772508392cf18278,CyberKongz VX,max_days,1502.035
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Babies,tokens,1.0
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Babies,min_days,1231.979
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Babies,p50_days,1231.979
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Babies,avg_days,1231.979
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Babies,max_days,1231.979
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Genkai,tokens,1.0
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Genkai,min_days,790.815
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Genkai,p50_days,790.815
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Genkai,avg_days,790.815
0x50502fd835e89e35a31e5b436d50cc0f3a75ae55,CyberKongz Genkai,max_days,790.815
0x50664ede715e131f584d3e7eaabd7818bb20a068,CyberKongz VX,tokens,2.0
0x50664ede715e131f584d3e7eaabd7818bb20a068,CyberKongz VX,min_days,1461.712
0x50664ede715e131f584d3e7eaabd7818bb20a068,CyberKongz VX,p50_days,1461.712
0x50664ede715e131f584d3e7eaabd7818bb20a068,CyberKongz VX,avg_days,1461.712
0x50664ede715e131f584d3e7eaabd7818bb20a068,CyberKongz VX,max_days,1461.712
0x506b19aa6d40ea68a8b2ae27cab1807e0e23ba1f,CyberKongz VX,tokens,2.0
0x506b19aa6d40ea68a8b2ae27cab1807e0e23ba1f,CyberKongz VX,min_days,1489.893
0x506b19aa6d40ea68a8b2ae27cab1807e0e23ba1f,CyberKongz VX,p50_days,1491.415
0x506b19aa6d40ea68a8b2ae27cab1807e0e23ba1f,CyberKongz VX,avg_days,1491.415
0x506b19aa6d40ea68a8b2ae27cab1807e0e23ba1f,CyberKongz VX,max_days,1492.937
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Babies,tokens,1.0
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Babies,min_days,1484.051
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Babies,p50_days,1484.051
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Babies,avg_days,1484.051
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Babies,max_days,1484.051
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Genkai,tokens,1.0
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Genkai,min_days,790.81
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Genkai,p50_days,790.81
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Genkai,avg_days,790.81
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz Genkai,max_days,790.81
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz VX,tokens,2.0
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz VX,min_days,1409.586
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz VX,p50_days,1409.6425
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz VX,avg_days,1409.6425
0x506e733ceee4f0d6f815d3ac1b89dac840075919,CyberKongz VX,max_days,1409.699
0x507ea84f103ce7e96af76dbde92936cf13be6da9,CyberKongz VX,tokens,1.0
0x507ea84f103ce7e96af76dbde92936cf13be6da9,CyberKongz VX,min_days,1382.932
0x507ea84f103ce7e96af76dbde92936cf13be6da9,CyberKongz VX,p50_days,1382.932
0x507ea84f103ce7e96af76dbde92936cf13be6da9,CyberKongz VX,avg_days,1382.932
0x507ea84f103ce7e96af76dbde92936cf13be6da9,CyberKongz VX,max_days,1382.932
0x5080b717e5ed21adc5eefac5476f63cf3e454a5d,CyberKongz Genkai,tokens,8.0
0x5080b717e5ed21adc5eefac5476f63cf3e454a5d,CyberKongz Genkai,min_days,790.822
0x5080b717e5ed21adc5eefac5476f63cf3e454a5d,CyberKongz Genkai,p50_days,790.8375
0x5080b717e5ed21adc5eefac5476f63cf3e454a5d,CyberKongz Genkai,avg_days,790.84775
0x5080b717e5ed21adc5eefac5476f63cf3e454a5d,CyberKongz Genkai,max_days,790.893
0x50d3d0b98702bfeb0d0d499d111ecd82fd5cdb60,CyberKongz Genkai,tokens,1.0
0x50d3d0b98702bfeb0d0d499d111ecd82fd5cdb60,CyberKongz Genkai,min_days,790.838
0x50d3d0b98702bfeb0d0d499d111ecd82fd5cdb60,CyberKongz Genkai,p50_days,790.838
0x50d3d0b98702bfeb0d0d499d111ecd82fd5cdb60,CyberKongz Genkai,avg_days,790.838
0x50d3d0b98702bfeb0d0d499d111ecd82fd5cdb60,CyberKongz Genkai,max_days,790.838
0x50e22dc24387f682bb7752192c0b19aaeb90ff5a,CyberKongz Genkai,tokens,1.0
0x50e22dc24387f682bb7752192c0b19aaeb90ff5a,CyberKongz Genkai,min_days,790.849
0x50e22dc24387f682bb7752192c0b19aaeb90ff5a,CyberKongz Genkai,p50_days,790.849
0x50e22dc24387f682bb7752192c0b19aaeb90ff5a,CyberKongz Genkai,avg_days,790.849
0x50e22dc24387f682bb7752192c0b19aaeb90ff5a,CyberKongz Genkai,max_days,790.849
0x50efd7fb832a214b52decf30c099504e035d4583,CyberKongz Genkai,tokens,2.0
0x50efd7fb832a214b52decf30c099504e035d4583,CyberKongz Genkai,min_days,790.863
0x50efd7fb832a214b52decf30c099504e035d4583,CyberKongz Genkai,p50_days,790.863
0x50efd7fb832a214b52decf30c099504e035d4583,CyberKongz Genkai,avg_days,790.863
0x50efd7fb832a214b52decf30c099504e035d4583,CyberKongz Genkai,max_days,790.863
0x50f6866be52085478dd2c7fe9c04443448293e5e,CyberKongz Genkai,tokens,1.0
0x50f6866be52085478dd2c7fe9c04443448293e5e,CyberKongz Genkai,min_days,736.344
0x50f6866be52085478dd2c7fe9c04443448293e5e,CyberKongz Genkai,p50_days,736.344
0x50f6866be52085478dd2c7fe9c04443448293e5e,CyberKongz Genkai,avg_days,736.344
0x50f6866be52085478dd2c7fe9c04443448293e5e,CyberKongz Genkai,max_days,736.344
0x5104f62ae34b5d1ae021358408d8b637f4c8ee19,CyberKongz Genkai,tokens,1.0
0x5104f62ae34b5d1ae021358408d8b637f4c8ee19,CyberKongz Genkai,min_days,583.969
0x5104f62ae34b5d1ae021358408d8b637f4c8ee19,CyberKongz Genkai,p50_days,583.969
0x5104f62ae34b5d1ae021358408d8b637f4c8ee19,CyberKongz Genkai,avg_days,583.969
0x5104f62ae34b5d1ae021358408d8b637f4c8ee19,CyberKongz Genkai,max_days,583.969
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Babies,tokens,2.0
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Babies,min_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Babies,p50_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Babies,avg_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Babies,max_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genesis,tokens,1.0
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genesis,min_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genesis,p50_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genesis,avg_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genesis,max_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genkai,tokens,4.0
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genkai,min_days,790.818
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genkai,p50_days,790.818
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genkai,avg_days,790.818
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz Genkai,max_days,790.818
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz VX,tokens,1.0
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz VX,min_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz VX,p50_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz VX,avg_days,935.232
0x51057dc0f463c0eb3a39dc0ed6d4ba935f55b426,CyberKongz VX,max_days,935.232
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Babies,tokens,1.0
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Babies,min_days,1509.749
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Babies,p50_days,1509.749
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Babies,avg_days,1509.749
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Babies,max_days,1509.749
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Genkai,tokens,1.0
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Genkai,min_days,790.815
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Genkai,p50_days,790.815
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Genkai,avg_days,790.815
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz Genkai,max_days,790.815
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz VX,tokens,9.0
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz VX,min_days,1501.81
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz VX,p50_days,1502.716
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz VX,avg_days,1502.6153333333334
0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,CyberKongz VX,max_days,1502.716
0x514345930a261a2d43c367c5bfd4ed24fc762cab,CyberKongz VX,tokens,2.0
0x514345930a261a2d43c367c5bfd4ed24fc762cab,CyberKongz VX,min_days,272.033
0x514345930a261a2d43c367c5bfd4ed24fc762cab,CyberKongz VX,p50_days,273.82000000000005
0x514345930a261a2d43c367c5bfd4ed24fc762cab,CyberKongz VX,avg_days,273.82000000000005
0x514345930a261a2d43c367c5bfd4ed24fc762cab,CyberKongz VX,max_days,275.607
0x5143b2f5e573be79aa5d96ae1367bfc6f095c4d9,CyberKongz Genkai,tokens,1.0
0x5143b2f5e573be79aa5d96ae1367bfc6f095c4d9,CyberKongz Genkai,min_days,790.817
0x5143b2f5e573be79aa5d96ae1367bfc6f095c4d9,CyberKongz Genkai,p50_days,790.817
0x5143b2f5e573be79aa5d96ae1367bfc6f095c4d9,CyberKongz Genkai,avg_days,790.817
0x5143b2f5e573be79aa5d96ae1367bfc6f095c4d9,CyberKongz Genkai,max_days,790.817
0x514edef38273b7a33704ee32a8fa199dc8d0fdeb,CyberKongz VX,tokens,1.0
0x514edef38273b7a33704ee32a8fa199dc8d0fdeb,CyberKongz VX,min_days,1407.654
0x514edef38273b7a33704ee32a8fa199dc8d0fdeb,CyberKongz VX,p50_days,1407.654
0x514edef38273b7a33704ee32a8fa199dc8d0fdeb,CyberKongz VX,avg_days,1407.654
0x514edef38273b7a33704ee32a8fa199dc8d0fdeb,CyberKongz VX,max_days,1407.654
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Babies,tokens,1.0
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Babies,min_days,1351.748
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Babies,p50_days,1351.748
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Babies,avg_days,1351.748
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Babies,max_days,1351.748
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Genkai,tokens,1.0
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Genkai,min_days,790.81
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Genkai,p50_days,790.81
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Genkai,avg_days,790.81
0x514fce01933561fd725395f82a555f8284a251fd,CyberKongz Genkai,max_days,790.81
0x51504ce22cd98061770d1c39605261fc1fa2358c,CyberKongz Babies,tokens,3.0
0x51504ce22cd98061770d1c39605261fc1fa2358c,CyberKongz Babies,min_days,1383.444
0x51504ce22cd98061770d1c39605261fc1fa2358c,CyberKongz Babies,p50_days,1398.982
0x51504ce22cd98061770d1c39605261fc1fa2358c,CyberKongz Babies,avg_days,1394.653
0x51504ce22cd98061770d1c39605261fc1fa2358c,CyberKongz Babies,max_days,1401.533
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Babies,tokens,1.0
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Babies,min_days,1419.269
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Babies,p50_days,1419.269
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Babies,avg_days,1419.269
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Babies,max_days,1419.269
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Genkai,tokens,1.0
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Genkai,min_days,790.813
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Genkai,p50_days,790.813
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Genkai,avg_days,790.813
0x51526195660756a51fd7f72f90de20c8c050f907,CyberKongz Genkai,max_days,790.813
0x5154dceeadd948111678616de0394a4544e3abe4,CyberKongz VX,tokens,3.0
0x5154dceeadd948111678616de0394a4544e3abe4,CyberKongz VX,min_days,1498.14
0x5154dceeadd948111678616de0394a4544e3abe4,CyberKongz VX,p50_days,1501.932
0x5154dceeadd948111678616de0394a4544e3abe4,CyberKongz VX,avg_days,1500.711
0x5154dceeadd948111678616de0394a4544e3abe4,CyberKongz VX,max_days,1502.061
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Babies,tokens,1.0
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Babies,min_days,1318.481
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Babies,p50_days,1318.481
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Babies,avg_days,1318.481
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Babies,max_days,1318.481
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Genkai,tokens,1.0
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Genkai,min_days,790.815
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Genkai,p50_days,790.815
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Genkai,avg_days,790.815
0x515e16b844c6b92160b61934eaa54f35c7bbbdc3,CyberKongz Genkai,max_days,790.815
0x51661d54e0b6653446c602fd4d973d5205f22dc3,CyberKongz VX,tokens,1.0
0x51661d54e0b6653446c602fd4d973d5205f22dc3,CyberKongz VX,min_days,1502.533
0x51661d54e0b6653446c602fd4d973d5205f22dc3,CyberKongz VX,p50_days,1502.533
0x51661d54e0b6653446c602fd4d973d5205f22dc3,CyberKongz VX,avg_days,1502.533
0x51661d54e0b6653446c602fd4d973d5205f22dc3,CyberKongz VX,max_days,1502.533
0x5169f520bfb1b67dddfc7120a66ba68bb8d3cb4d,CyberKongz VX,tokens,1.0
0x5169f520bfb1b67dddfc7120a66ba68bb8d3cb4d,CyberKongz VX,min_days,1499.459
0x5169f520bfb1b67dddfc7120a66ba68bb8d3cb4d,CyberKongz VX,p50_days,1499.459
0x5169f520bfb1b67dddfc7120a66ba68bb8d3cb4d,CyberKongz VX,avg_days,1499.459
0x5169f520bfb1b67dddfc7120a66ba68bb8d3cb4d,CyberKongz VX,max_days,1499.459
0x516d215499295254d1d7e52c05ce794ded440423,CyberKongz Genkai,tokens,2.0
0x516d215499295254d1d7e52c05ce794ded440423,CyberKongz Genkai,min_days,790.851
0x516d215499295254d1d7e52c05ce794ded440423,CyberKongz Genkai,p50_days,790.871
0x516d215499295254d1d7e52c05ce794ded440423,CyberKongz Genkai,avg_days,790.871
0x516d215499295254d1d7e52c05ce794ded440423,CyberKongz Genkai,max_days,790.891
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz Genkai,tokens,1.0
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz Genkai,min_days,790.813
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz Genkai,p50_days,790.813
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz Genkai,avg_days,790.813
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz Genkai,max_days,790.813
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz VX,tokens,1.0
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz VX,min_days,1452.304
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz VX,p50_days,1452.304
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz VX,avg_days,1452.304
0x516ec25dcb8dd1f2d42430c3b3074d048ab7d288,CyberKongz VX,max_days,1452.304
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Babies,tokens,1.0
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Babies,min_days,3.008
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Babies,p50_days,3.008
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Babies,avg_days,3.008
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Babies,max_days,3.008
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genesis,tokens,1.0
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genesis,min_days,859.084
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genesis,p50_days,859.084
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genesis,avg_days,859.084
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genesis,max_days,859.084
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genkai,tokens,1.0
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genkai,min_days,790.816
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genkai,p50_days,790.816
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genkai,avg_days,790.816
0x518b870520476e08ee523a285e9255b443883885,CyberKongz Genkai,max_days,790.816
0x51a3a8416b4e53e1b92da5bc677af41decbcd82e,CyberKongz Genkai,tokens,1.0
0x51a3a8416b4e53e1b92da5bc677af41decbcd82e,CyberKongz Genkai,min_days,790.853
0x51a3a8416b4e53e1b92da5bc677af41decbcd82e,CyberKongz Genkai,p50_days,790.853
0x51a3a8416b4e53e1b92da5bc677af41decbcd82e,CyberKongz Genkai,avg_days,790.853
0x51a3a8416b4e53e1b92da5bc677af41decbcd82e,CyberKongz Genkai,max_days,790.853
0x51acf7692f8be7142a9cc412240c688eb4c2fb2a,CyberKongz VX,tokens,1.0
0x51acf7692f8be7142a9cc412240c688eb4c2fb2a,CyberKongz VX,min_days,975.204
0x51acf7692f8be7142a9cc412240c688eb4c2fb2a,CyberKongz VX,p50_days,975.204
0x51acf7692f8be7142a9cc412240c688eb4c2fb2a,CyberKongz VX,avg_days,975.204
0x51acf7692f8be7142a9cc412240c688eb4c2fb2a,CyberKongz VX,max_days,975.204
0x51c25230335472236853676290062c8c7a0825b6,CyberKongz Genkai,tokens,3.0
0x51c25230335472236853676290062c8c7a0825b6,CyberKongz Genkai,min_days,790.839
0x51c25230335472236853676290062c8c7a0825b6,CyberKongz Genkai,p50_days,790.851
0x51c25230335472236853676290062c8c7a0825b6,CyberKongz Genkai,avg_days,790.8603333333334
0x51c25230335472236853676290062c8c7a0825b6,CyberKongz Genkai,max_days,790.891
0x51c9267f2511f86a44b365811628f855fb3e32e9,CyberKongz VX,tokens,3.0
0x51c9267f2511f86a44b365811628f855fb3e32e9,CyberKongz VX,min_days,513.082
0x51c9267f2511f86a44b365811628f855fb3e32e9,CyberKongz VX,p50_days,513.082
0x51c9267f2511f86a44b365811628f855fb3e32e9,CyberKongz VX,avg_days,513.0823333333333
0x51c9267f2511f86a44b365811628f855fb3e32e9,CyberKongz VX,max_days,513.083
0x51ccf589f35af991113a81f55cbe0442afd7219f,CyberKongz Babies,tokens,1.0
0x51ccf589f35af991113a81f55cbe0442afd7219f,CyberKongz Babies,min_days,531.061
0x51ccf589f35af991113a81f55cbe0442afd7219f,CyberKongz Babies,p50_days,531.061
0x51ccf589f35af991113a81f55cbe0442afd7219f,CyberKongz Babies,avg_days,531.061
0x51ccf589f35af991113a81f55cbe0442afd7219f,CyberKongz Babies,max_days,531.061
0x51d294ece5c919ed83af7c1df09a1db4eff4e1cc,CyberKongz Genkai,tokens,1.0
0x51d294ece5c919ed83af7c1df09a1db4eff4e1cc,CyberKongz Genkai,min_days,482.886
0x51d294ece5c919ed83af7c1df09a1db4eff4e1cc,CyberKongz Genkai,p50_days,482.886
0x51d294ece5c919ed83af7c1df09a1db4eff4e1cc,CyberKongz Genkai,avg_days,482.886
0x51d294ece5c919ed83af7c1df09a1db4eff4e1cc,CyberKongz Genkai,max_days,482.886
0x51ddfe7bee105145916efd911e33ec22d98829af,CyberKongz VX,tokens,1.0
0x51ddfe7bee105145916efd911e33ec22d98829af,CyberKongz VX,min_days,41.524
0x51ddfe7bee105145916efd911e33ec22d98829af,CyberKongz VX,p50_days,41.524
0x51ddfe7bee105145916efd911e33ec22d98829af,CyberKongz VX,avg_days,41.524
0x51ddfe7bee105145916efd911e33ec22d98829af,CyberKongz VX,max_days,41.524
0x51e5152bcd6ebea8aa64578c8ba51e9c6d0bf435,CyberKongz VX,tokens,3.0
0x51e5152bcd6ebea8aa64578c8ba51e9c6d0bf435,CyberKongz VX,min_days,586.82
0x51e5152bcd6ebea8aa64578c8ba51e9c6d0bf435,CyberKongz VX,p50_days,586.821
0x51e5152bcd6ebea8aa64578c8ba51e9c6d0bf435,CyberKongz VX,avg_days,611.239
0x51e5152bcd6ebea8aa64578c8ba51e9c6d0bf435,CyberKongz VX,max_days,660.076
0x51eb80649810abaf37799ec8196db3dbccb3de34,CyberKongz VX,tokens,2.0
